[MCMC_samples]
report.type: MCMC_samples
mcmc_samples:
catchability[CPUEq].q process[BHrecruitment].r0 selectivity[FishingSel].a50 selectivity[FishingSel].ato95
8.993e-005 445809 8.37208 2.95616
0.000111778 426395 9.25836 4.09617
9.78681e-005 464824 8.51176 3.2021
8.47178e-005 504616 9.10186 4.06114
7.29794e-005 531550 8.4461 2.8963
6.71564e-005 572611 8.45677 3.9588
7.85314e-005 535985 7.96137 2.9488
7.00969e-005 577117 8.04329 2.61858
6.65708e-005 620088 8.71239 3.33489
6.52017e-005 594906 8.43889 3.02911
7.6933e-005 596846 8.94378 3.36963
6.54482e-005 599540 8.53273 2.88017
6.57753e-005 642620 8.08478 3.61403
5.3749e-005 641704 7.97689 3.09705
6.15111e-005 691385 9.06172 3.70213
6.14796e-005 651553 8.39739 3.576
6.75148e-005 614065 8.51597 3.28873
7.75774e-005 568358 8.06185 2.86902
7.04489e-005 534274 8.0531 3.20446
6.35034e-005 594565 8.45691 2.96845
5.55891e-005 694937 9.04109 3.67396
5.99335e-005 731720 8.45148 3.44644
5.59476e-005 713638 8.23872 2.74012
6.02192e-005 630170 7.67606 2.52225
6.53199e-005 581475 8.21946 3.44955
6.2334e-005 644171 7.99124 2.50658
6.61043e-005 685876 8.67956 3.77917
6.31854e-005 673292 8.6314 3.66462
7.54169e-005 584250 8.66521 3.8294
6.40192e-005 619867 7.84988 2.77868
5.44018e-005 642854 7.97327 2.50994
7.05788e-005 601362 8.73032 4.0597
7.12348e-005 593786 8.39912 4.09708
5.78637e-005 661941 9.2852 4.0347
5.73313e-005 685205 8.94588 3.2908
5.37108e-005 687942 7.50066 2.30988
6.13345e-005 688699 8.74004 3.01799
7.40132e-005 677137 8.87899 3.36941
6.10957e-005 675790 8.02217 2.6701
6.73852e-005 712214 8.85228 3.82668
6.23413e-005 756711 9.16265 3.62724
4.39264e-005 808433 7.94704 2.55332
5.34192e-005 772920 8.30441 3.41921
5.95185e-005 638906 8.42362 3.43332
7.35442e-005 569703 8.27604 3.51865
9.34226e-005 510473 8.56289 2.95874
8.30772e-005 508605 8.73332 3.73525
7.71755e-005 611486 9.29155 4.57397
9.27708e-005 520370 8.99213 3.90871
0.000105014 416877 8.02864 3.04365
9.6147e-005 423117 8.68918 3.07532
9.35992e-005 458954 9.48044 4.09435
0.000125431 361676 8.10864 2.69787
0.000108904 409175 8.1654 3.25529
0.000101789 411972 7.94579 3.29071
8.42459e-005 452274 8.3675 3.20581
0.000105396 410601 7.83977 2.65608
8.16906e-005 501473 8.409 3.45672
8.67251e-005 431851 7.91706 2.96159
0.000115753 419203 9.06532 3.25053
0.00012674 379337 8.89278 4.37379
0.00010196 419579 8.06096 2.87428
0.00011659 348487 7.85476 2.64255
9.11048e-005 450621 9.07024 3.82454
0.000116436 413261 9.2667 4.07983
0.000150187 353822 8.9799 3.62022
0.00012378 369357 9.17827 3.83115
0.000113282 362687 8.29254 3.21236
0.00011524 355461 8.58603 4.04024
0.000130415 324766 8.00518 2.87815
0.000150478 313364 8.66628 2.88459
0.000183385 291027 8.9026 3.23557
0.000210637 252734 8.85815 3.56568
0.000184695 264073 8.90957 3.47505
0.000189605 313565 9.50672 4.31659
0.000156732 333768 9.13502 4.11817
0.000154481 295185 8.46564 3.20242
0.000144542 297190 8.45849 2.80994
0.000140951 290791 8.37148 3.09894
0.000123514 325013 8.38488 3.16357
0.000114059 384744 9.32102 4.46486
0.000135831 354919 8.69055 3.78917
0.000121086 405054 8.83222 3.76702
0.000136828 345207 8.81784 3.5403
0.000111561 413863 8.97417 3.63806
0.000114236 434064 9.01154 3.27953
8.45398e-005 414511 7.89392 2.88228
9.48363e-005 419138 8.08787 2.84696
0.000115087 371075 8.30609 3.5967
0.00011705 358651 8.40559 3.44386
0.000105271 401718 9.09889 4.78505
0.0001085 445687 9.18998 3.9822
0.000100412 440311 8.00568 3.12741
7.84728e-005 474623 7.97887 3.12278
0.000105181 432084 8.12487 2.85963
9.18831e-005 471223 8.8162 4.10435
8.637e-005 474949 8.41799 3.16973
8.88497e-005 534580 8.79188 2.87594
0.000106489 416676 8.54001 3.9619
0.000120555 400484 8.53067 3.32804
8.67032e-005 483700 8.42534 3.28088
9.37225e-005 442352 8.31955 3.92147
9.39208e-005 429259 8.71973 2.75084
0.000102683 434834 9.12773 3.61578
8.62436e-005 495422 8.66523 3.89376
9.91753e-005 489258 9.15041 3.65957
0.00010444 443901 9.34697 4.42796
0.000105349 401273 8.68503 3.7225
0.000126443 354641 9.01225 3.41031
0.000142494 313273 8.06388 2.82131
0.000150101 364788 9.25066 3.48904
0.000194367 287959 9.30188 3.31974
0.000151799 347759 8.896 3.43857
0.000163989 295169 8.74669 3.13637
0.000188703 287717 8.66219 2.80958
0.000171027 299219 8.57146 3.40197
0.000132619 374677 8.84982 3.23541
0.000132929 328489 8.36709 2.83216
0.000160099 307962 8.32076 3.17688
0.000199561 282319 9.18203 3.7642
0.000132562 387479 9.56545 4.66979
0.000155507 325591 8.3978 3.50654
0.000100302 406082 9.44216 4.12596
0.000104199 413980 7.83244 2.03302
0.000151739 347552 9.19986 3.35471
0.000139348 345646 8.66306 3.64486
0.00014158 339632 8.72097 3.09109
0.000142354 324275 8.8073 3.6544
0.000153092 277667 8.41699 3.8126
0.000223413 242525 8.46976 2.81321
0.000161128 287840 8.79877 3.48585
0.000174144 264017 7.97001 3.17057
0.000162379 306775 8.53821 2.87859
0.000157564 302508 8.87908 4.24633
0.000163501 302740 8.54394 3.15316
0.000168732 295658 8.70366 3.1378
0.000139669 306097 8.95058 3.38935
0.000117279 358783 8.67062 3.18064
0.000169142 285160 8.89731 3.39617
0.00020685 268762 8.745 3.21944
0.000162042 315911 9.11942 3.76198
0.000139166 351644 9.10351 3.88495
0.000185224 329746 9.22418 3.12146
0.000170739 280556 8.43841 3.58352
0.000150718 343566 8.63021 2.75419
0.000128763 337163 8.30132 3.52305
0.000135933 325502 8.11545 2.53016
0.000121493 339226 8.20381 2.69347
0.000147246 325335 8.72865 4.10446
0.000120599 344529 8.15925 2.34805
0.000113625 368196 8.21024 2.9323
0.00015308 344465 9.04461 3.6126
0.000122502 333158 8.73714 3.3306
0.000115562 391274 8.87701 3.82798
0.000138062 361445 9.3376 3.76449
0.000136295 354400 9.27631 3.48992
0.000117184 351671 8.41492 3.03751
0.000113227 370679 9.02172 3.90717
0.000143672 364021 8.90496 3.35203
0.000151547 301135 8.47555 3.259
0.000159678 332339 9.32526 4.20116
0.000160579 301160 7.97463 2.18405
0.000125302 339808 8.09703 2.91151
0.000141311 380154 9.59686 3.92831
0.000134338 352403 8.51311 3.42178
0.000127804 349906 8.61799 3.66808
0.000139451 313984 8.6681 3.69013
0.000129498 327599 8.29735 2.63141
0.000135844 360721 9.23939 4.13529
0.000108778 380807 8.36124 3.80245
8.89793e-005 418381 8.12209 3.35918
9.51351e-005 435732 8.1562 3.1208
9.66686e-005 409161 8.11246 2.78188
0.000125489 359607 8.75944 3.09771
0.000141767 323101 9.35929 4.03562
0.000122128 385725 9.10746 3.89132
0.000128251 384071 9.69817 3.89436
0.000124297 342368 8.63406 3.8711
0.000120342 367839 8.90967 3.63331
9.64399e-005 422178 8.23955 3.38886
9.4489e-005 425416 8.29644 3.89468
0.00010064 437514 8.33347 3.08362
8.03129e-005 506762 9.15062 4.0701
0.000111852 410452 8.61416 3.14149
0.000106349 388765 8.9815 3.48376
0.000114521 404925 9.20288 3.9501
0.000118733 387916 8.25347 3.03478
9.37902e-005 400832 8.49254 3.43215
9.70105e-005 449961 9.15906 4.48211
0.000118887 408084 8.57104 3.42604
0.00013806 405948 9.40039 3.69546
0.000135112 362541 8.51971 3.38654
9.75478e-005 409182 8.38228 3.02908
0.000112462 346798 7.99715 3.11784
0.000146664 327454 8.61966 3.68115
0.000190596 266635 8.55266 3.21666
0.000161347 279221 8.05139 2.66244
0.000163634 307706 8.37862 3.07688
0.000253856 229736 8.97388 3.12735
0.000222591 260918 9.31193 4.20893
0.000189713 266016 8.84057 3.14117
0.000204826 298608 10.9379 5.4684
0.000209001 275235 9.91541 3.8641
0.000160051 287929 8.71481 3.19058
0.00017421 308954 8.41527 3.20777
0.000148904 326919 9.53888 4.09324
0.000165896 307450 8.7419 3.28801
0.000134037 341177 9.32941 3.42745
0.000157851 283524 8.24086 2.93873
0.00013892 357643 9.10603 3.25659
0.000143208 325202 8.25243 2.8861
0.000159372 268534 8.08771 3.3011
0.000120939 358688 8.25623 2.71763
0.000133537 365258 8.95698 3.69049
0.000149525 341532 8.98566 3.97227
0.000151965 312025 8.99803 3.72552
0.000126882 352365 8.21992 2.84474
0.000120805 406846 8.58757 2.56776
0.000102511 423087 8.83317 3.06548
9.10031e-005 465720 8.2945 3.18579
0.000106226 440308 8.92685 4.13394
0.000119089 414655 8.82488 3.26586
0.000120492 409471 8.82392 3.33795
8.93797e-005 421652 8.09477 3.13889
0.00011452 443900 9.63849 4.27208
0.000142953 312194 8.30752 2.69809
0.000156255 327181 8.82164 3.48048
0.000137362 322084 8.75197 3.22916
0.00016391 291849 8.79207 3.46324
0.000149534 355162 9.89435 4.99028
0.000139843 361542 9.19287 3.59765
9.58706e-005 407801 8.38788 3.41088
0.000101714 447220 8.68715 3.54672
0.000106968 413569 8.29799 3.21599
0.000129263 403638 9.36599 4.20789
0.000102662 384032 8.45449 3.6473
0.000102861 355846 8.10069 3.20611
0.000119524 321363 8.39534 2.94895
0.000111521 380951 8.21851 3.69964
0.000142829 305263 8.44377 3.19916
0.000128484 386129 8.90043 3.38397
0.000107707 503516 9.37607 3.34208
8.6649e-005 432839 8.65575 3.69217
9.9296e-005 439473 9.19839 3.81521
0.000129202 386760 9.28587 3.73113
0.000138084 336797 8.16545 3.13837
0.000101218 489405 8.78892 3.56091
0.000109252 389915 8.72283 3.69937
0.000137972 335364 8.53451 4.07129
9.57168e-005 402073 9.1157 4.98932
0.000109472 393898 9.24689 3.67873
0.000115284 386275 8.42754 2.97915
0.000132603 350933 8.33567 2.87801
9.25264e-005 408158 8.6509 3.66098
0.000120103 411759 8.54992 3.3786
0.000109985 379632 8.60987 3.15409
0.000118955 393412 9.41153 3.85974
0.000126872 337554 8.6227 3.30701
0.000141403 315681 8.71998 3.06716
0.000174643 265253 9.09794 4.47036
0.000223408 257330 9.38637 3.99529
0.000197782 245946 8.32746 3.1833
0.000184715 289307 9.04356 3.29755
0.000186389 278659 9.20735 3.86408
0.000222077 249968 9.44199 4.50309
0.000177444 292678 9.14884 3.92477
0.000144832 308192 8.9285 3.73922
0.000170735 263430 8.48628 3.4709
0.000175785 275196 8.61894 3.44675
0.000151914 321989 9.25331 4.77028
0.000141521 346875 8.63136 3.46115
0.00010903 352059 7.71164 2.11431
0.000143372 332580 9.06432 3.4997
0.000171612 293826 9.31152 3.73066
0.000168971 278854 8.82568 3.59567
0.000205026 253243 9.10489 3.3723
0.000184489 278431 9.10003 4.0087
0.000135067 329917 8.40095 2.77845
0.000155955 292621 8.68957 3.35202
0.00018382 261547 8.53074 3.26484
0.000157712 287811 8.88774 3.15809
0.000192644 253904 9.42883 4.23311
0.000195619 291819 9.2145 4.42661
0.000151072 286808 8.70365 3.35914
0.000179978 322755 9.44558 4.26031
0.000199168 291080 9.11233 3.59772
0.000180429 269378 8.92151 3.72721
0.000117257 378469 9.10062 4.37156
0.000122964 345593 8.03595 2.66913
0.000116823 355614 8.02506 3.23419
0.000103357 410021 8.31272 3.70691
9.40825e-005 434161 7.94427 3.36709
9.51656e-005 479178 8.54446 3.6503
0.000107843 422476 8.1891 3.35418
0.000133187 387694 9.43608 3.98207
0.000106911 395843 7.95391 2.8932
0.000100099 402556 8.45117 3.06695
0.000112518 366709 8.75439 3.56918
0.000124156 402459 9.08062 3.75319
9.9148e-005 403935 8.73039 3.52381
0.000109433 375233 8.91066 3.91467
0.000113481 410674 8.86694 3.42216
0.000113142 382874 8.70417 3.08689
0.000134413 336708 9.06357 3.83896
0.000179015 302191 8.81513 3.83567
0.000107827 364306 7.87622 3.22008
0.000100856 435829 8.56719 3.16444
7.13154e-005 556524 8.29903 3.50293
7.26443e-005 561226 8.7364 3.44652
8.15658e-005 521534 8.53111 3.64209
8.28472e-005 483789 8.0538 3.53337
0.000135467 366252 8.53398 3.62703
0.000138789 360999 8.82759 3.61098
0.000160981 307724 8.90043 3.48638
0.000188766 275210 8.30603 2.76885
0.000123088 328933 8.50028 3.52571
0.000117708 360896 9.11096 3.53448
0.000126512 340095 8.55791 2.90039
0.000130798 348335 8.88175 3.40197
0.000138862 372326 8.912 3.80109
0.000130523 351232 8.62166 3.64929
0.00013615 322031 8.29234 3.25196
0.000143408 313536 8.62021 3.53922
0.000119464 381760 8.59384 3.47158
0.000154012 341012 8.78974 3.1142
0.000144494 311343 8.50253 3.19232
0.000202095 263333 9.3059 3.26393
0.000203813 290651 9.04631 3.42945
0.000156886 312300 8.90035 3.59688
0.000123407 321542 8.12313 3.09038
0.00012766 350625 8.45052 3.05746
0.000146953 318389 8.39707 2.94652
0.000132748 349510 9.16451 3.79628
0.00012917 337501 8.7259 3.83946
0.000108211 356166 8.17324 2.98809
9.61643e-005 461195 8.37452 2.9745
8.56644e-005 471180 8.24802 3.33058
7.88982e-005 526591 8.91478 3.31438
9.66788e-005 525155 8.84572 3.36087
7.92432e-005 589148 9.66026 4.07289
6.01908e-005 604455 8.28977 3.62197
7.44474e-005 523562 7.74346 2.31754
8.05474e-005 561336 8.57124 3.15537
6.74734e-005 621667 8.42456 3.65129
6.66876e-005 581329 8.27181 3.56517
6.12223e-005 640442 8.67998 3.10435
6.3516e-005 607854 8.01494 2.95989
8.71437e-005 600682 9.37803 4.49549
6.92442e-005 615483 8.02885 2.99939
6.49029e-005 698725 9.00971 3.12935
7.39848e-005 569989 7.99589 3.8646
7.31188e-005 547551 8.23313 2.37127
8.56203e-005 467520 8.57098 3.37974
0.000102604 456097 9.09506 4.2133
9.48834e-005 417750 7.8564 2.94006
0.000135736 389883 8.91552 3.7389
0.000160167 312522 8.18997 3.28987
0.000135016 287338 8.22345 3.11134
0.000185887 283850 9.00268 2.89978
0.000151163 292449 8.43498 3.18725
0.000198307 263929 8.34588 2.98871
0.000160571 333188 9.02624 3.34942
0.000128986 354119 8.6972 2.93394
0.000120428 342271 8.50472 2.95937
0.000175197 276408 9.07903 3.82841
0.000159032 286995 8.97821 3.66154
0.000127878 322876 8.19465 2.92875
0.000176228 275092 9.1479 4.49784
0.00019589 272792 8.74503 2.92351
0.000169891 257080 8.54902 3.17794
0.000162525 282620 8.72301 2.99111
0.000192753 245465 8.56922 3.09738
0.000208057 261157 8.91651 3.59526
0.000223936 244957 8.89925 3.39629
0.000184485 263958 8.23302 2.93944
0.000202467 283128 9.43441 4.18323
0.000152729 304281 9.01417 3.8522
0.000127794 390547 9.21064 3.61295
0.000115083 391582 8.39365 3.14036
0.000114238 402040 8.57845 3.16072
0.000122707 354160 8.47848 3.16917
0.000125036 369126 8.64594 3.4153
0.000102599 430085 9.14597 3.63275
0.000116339 369207 8.66227 3.11468
0.000124233 393219 8.55545 3.74698
0.000108015 406175 8.4807 3.29346
0.000108881 398914 8.62177 3.31319
8.93299e-005 446949 8.27519 3.02799
0.000112974 400170 9.12635 3.61248
0.000160153 305909 8.34504 2.48935
0.000141096 320731 8.52764 2.97207
0.000182012 315751 9.46557 3.88154
0.000130593 320312 8.3826 2.58753
0.000112201 379686 8.13293 3.16458
9.2395e-005 428132 8.55196 4.26887
9.6808e-005 422369 8.63808 3.13907
0.000123853 377638 8.14952 3.21495
0.000129924 361624 9.18977 3.91631
0.000158936 344484 9.37889 3.95442
0.00014449 319524 9.10779 3.45806
0.000134551 322285 8.17762 2.91546
0.000103197 449322 8.99195 3.48916
0.000107823 389623 8.91242 3.98564
0.000124153 414272 9.33674 4.29159
0.000109907 412607 7.97108 2.86405
0.000118727 360248 8.67744 3.63844
0.00016539 288239 8.22443 2.58017
0.000160669 291172 8.40938 3.04855
0.000154287 323721 8.76139 3.57031
0.000183639 260393 8.95151 3.87453
0.000164605 294787 8.82443 3.50917
0.000134928 340820 8.68263 3.46068
0.000102046 378827 8.59702 3.55168
9.4637e-005 442849 8.36114 3.32487
0.00011794 402170 8.90492 3.51146
9.80032e-005 403309 7.8613 2.76754
0.000104845 409581 7.74861 2.19432
0.000120642 388387 8.71429 2.95042
0.000149104 337835 8.40761 2.78127
0.00016429 322875 9.54624 4.01001
0.000186951 294549 9.02833 3.67351
0.000171069 276203 9.01245 3.69083
0.000148079 315410 9.47694 3.97209
0.000170713 318535 9.8478 4.15961
0.000155894 359621 10.052 4.93791
0.000172414 289768 8.54476 3.04602
0.000195255 270917 9.74126 4.29637
0.000168414 290143 9.05168 4.47042
0.000220824 244517 9.14159 4.26886
0.000166263 302719 8.86707 3.57153
0.000144752 353940 8.72426 3.39115
0.000140851 334744 8.44557 3.32804
0.000117923 409938 9.3679 3.67911
0.000119606 368746 8.61274 3.45338
0.000132826 341581 8.52204 2.92014
0.000133743 368684 9.00941 3.51207
0.000132149 365671 8.32095 2.70064
0.000124413 377083 8.49966 3.77823
0.000112836 402864 8.73647 3.76966
0.000105482 354657 7.75145 2.58558
0.00012342 337919 7.99978 3.39749
0.000146693 322068 8.42494 2.6126
0.000104722 444793 9.29081 3.86527
0.000106231 430325 9.73335 4.39388
0.000157458 346019 9.54029 4.12279
0.000121025 354964 8.88353 3.77698
0.000132968 331380 8.56182 3.30522
0.000195928 275200 8.52167 2.93233
0.000145202 306294 8.68619 3.70047
0.000134419 351973 8.59854 3.17613
8.71195e-005 433439 8.48407 4.26328
9.44005e-005 481984 8.53308 3.34414
9.1006e-005 483242 8.5025 3.5311
0.00010211 495744 9.15218 3.38479
7.75417e-005 533072 8.16904 2.59117
6.9862e-005 583864 9.13384 3.2768
7.38602e-005 609566 9.64379 4.09208
6.94194e-005 628886 8.58556 3.15344
7.21054e-005 571131 8.19262 2.96196
6.26724e-005 642808 7.97551 3.18255
6.23529e-005 666593 8.81949 3.11628
7.91692e-005 682258 9.62878 3.98319
6.38508e-005 673202 8.32214 3.20581
5.63213e-005 659966 8.17033 3.56203
6.92907e-005 633944 8.55078 4.15099
7.47699e-005 548494 8.30245 3.35208
6.49782e-005 562775 8.5189 3.51704
8.18665e-005 569205 8.43296 3.06836
8.82558e-005 523312 8.71864 3.21313
8.20742e-005 477399 8.32038 3.35063
7.1769e-005 561924 8.92741 4.0353
7.24621e-005 521908 8.12192 3.02145
8.31629e-005 489717 8.75968 3.03396
7.43935e-005 502810 8.2835 4.24348
8.33183e-005 535738 8.87929 3.09803
7.42574e-005 522297 8.41603 3.58456
6.34422e-005 586825 8.73843 4.23008
6.69989e-005 659399 8.60699 3.20077
7.58677e-005 603886 8.93405 3.36393
5.99254e-005 622711 8.09982 2.76746
6.17422e-005 621046 8.28188 3.46097
7.27651e-005 581862 8.25844 2.75824
6.7498e-005 624877 9.07323 3.56091
7.49626e-005 500141 8.10972 2.8964
0.000110985 418823 8.63329 2.98881
0.000143153 335246 8.89774 3.86889
0.000148674 319650 8.67609 4.06221
0.000111089 390420 8.84736 3.40028
0.000149928 304013 8.75325 3.95639
0.00017633 260113 8.36142 2.7008
0.000220885 286489 9.59715 3.85479
0.000132708 328448 9.32187 3.65141
0.000195215 253468 8.76608 3.45793
0.00015217 319603 8.88109 4.0375
0.000225225 248307 9.0383 3.20456
0.000236041 260590 8.98596 3.41418
0.000153373 312120 8.51029 3.81322
0.00017088 295161 8.86946 4.07327
0.000147799 350066 8.74962 3.04749
0.000134164 392067 9.0913 3.64097
0.000123883 336287 8.15547 3.21975
0.000162525 328150 9.21049 3.5717
*end

