[MCMC_objectives]
report.type: MCMC_objectives
Original covariance matrix:
1.44463e-009 -2.70643 5.46701e-006 2.68154e-006
-2.70643 5.55369e+009 -3958.16 -1056.6
5.46701e-006 -3958.16 0.207128 0.152459
2.68154e-006 -1056.6 0.152459 0.231983
Proposal distribution covariance matrix:
1e-006 -59.6185 0.000143837 7.05514e-005
-71.2064 5.55369e+009 -3958.16 -1056.6
0.000143837 -3958.16 0.207128 0.152459
7.05514e-005 -1056.6 0.152459 0.231983
Cholesky decomposition matrix:
0.001 0 0 0
-71206.4 21985.1 0 0
0.143837 0.285828 0.323638 0
0.0705514 0.180446 0.280359 0.340358
MCMC objective function values:
iteration score penalty prior likelihood acceptance_rate acceptance_rate_since_adapt step_size
201500 279.36 0 0 279.36 0.208827 0.254607 0.0393308
202000 279.809 0 0 279.809 0.208865 0.254445 0.0393308
202500 281.965 0 0 281.965 0.208861 0.254161 0.0393308
203000 282.023 0 0 282.023 0.208878 0.253944 0.0393308
203500 280.189 0 0 280.189 0.208868 0.253652 0.0393308
204000 280.645 0 0 280.645 0.208831 0.253283 0.0393308
204500 283.618 0 0 283.618 0.208784 0.25289 0.0393308
205000 280.37 0 0 280.37 0.208785 0.252638 0.0393308
205500 281.863 0 0 281.863 0.208888 0.252682 0.0393308
206000 280.014 0 0 280.014 0.20903 0.252834 0.0393308
206500 281.038 0 0 281.038 0.209122 0.252847 0.0393308
207000 282.18 0 0 282.18 0.20918 0.252764 0.0393308
207500 280.445 0 0 280.445 0.209261 0.252746 0.0393308
208000 280.921 0 0 280.921 0.209386 0.252855 0.0393308
208500 281.623 0 0 281.623 0.209544 0.253055 0.0393308
209000 282.509 0 0 282.509 0.209709 0.253276 0.0393308
209500 282.563 0 0 282.563 0.209878 0.253507 0.0393308
210000 281.401 0 0 281.401 0.209998 0.253602 0.0393308
210500 279.641 0 0 279.641 0.210135 0.253742 0.0393308
211000 280.999 0 0 280.999 0.210278 0.253903 0.0393308
211500 282.048 0 0 282.048 0.210425 0.254071 0.0393308
212000 281.25 0 0 281.25 0.210574 0.254249 0.0393308
212500 279.681 0 0 279.681 0.210682 0.254311 0.0393308
213000 280.226 0 0 280.226 0.210794 0.254385 0.0393308
213500 280.051 0 0 280.051 0.210909 0.254469 0.0393308
214000 280.11 0 0 280.11 0.211043 0.254606 0.0393308
214500 280.566 0 0 280.566 0.211214 0.25484 0.0393308
215000 280.999 0 0 280.999 0.211312 0.254878 0.0393308
215500 280.674 0 0 280.674 0.211363 0.254789 0.0393308
216000 281.28 0 0 281.28 0.211403 0.254674 0.0393308
216500 280.038 0 0 280.038 0.211483 0.254665 0.0393308
217000 280.458 0 0 280.458 0.211568 0.254672 0.0393308
217500 282.269 0 0 282.269 0.211622 0.254594 0.0393308
218000 279.654 0 0 279.654 0.211746 0.254706 0.0393308
218500 282.185 0 0 282.185 0.211889 0.254869 0.0393308
219000 280.731 0 0 280.731 0.211988 0.254916 0.0393308
219500 282.554 0 0 282.554 0.212111 0.255026 0.0393308
220000 279.991 0 0 279.991 0.212236 0.255144 0.0393308
220500 280.58 0 0 280.58 0.212411 0.255391 0.0393308
221000 282.566 0 0 282.566 0.212594 0.255663 0.0393308
221500 281.423 0 0 281.423 0.212737 0.255824 0.0393308
222000 281.141 0 0 281.141 0.212854 0.255921 0.0393308
222500 280.791 0 0 280.791 0.212972 0.25602 0.0393308
223000 279.756 0 0 279.756 0.21308 0.256092 0.0393308
223500 281.941 0 0 281.941 0.213133 0.256021 0.0393308
224000 279.699 0 0 279.699 0.213134 0.255817 0.0393308
224500 279.685 0 0 279.685 0.213171 0.255705 0.0393308
225000 279.497 0 0 279.497 0.213237 0.255672 0.0393308
225500 282.987 0 0 282.987 0.213384 0.255849 0.0393308
226000 281.606 0 0 281.606 0.213445 0.255804 0.0393308
226500 280.796 0 0 280.796 0.213552 0.255879 0.0393308
227000 280.766 0 0 280.766 0.213613 0.255836 0.0393308
227500 281.723 0 0 281.723 0.213557 0.255495 0.0393308
228000 281.279 0 0 281.279 0.213496 0.255143 0.0393308
228500 281.299 0 0 281.299 0.213531 0.255039 0.0393308
229000 279.845 0 0 279.845 0.213586 0.254987 0.0393308
229500 280.253 0 0 280.253 0.213537 0.254673 0.0393308
230000 280.318 0 0 280.318 0.213546 0.254506 0.0393308
230500 281.67 0 0 281.67 0.213539 0.254301 0.0393308
231000 279.825 0 0 279.825 0.213607 0.254287 0.0393308
231500 282.027 0 0 282.027 0.213689 0.254306 0.0393308
232000 279.64 0 0 279.64 0.213715 0.254187 0.0393308
232500 280.554 0 0 280.554 0.213717 0.254013 0.0393308
233000 281.8 0 0 281.8 0.213703 0.253796 0.0393308
233500 280.707 0 0 280.707 0.213763 0.253767 0.0393308
234000 282.676 0 0 282.676 0.213906 0.253942 0.0393308
234500 281.531 0 0 281.531 0.214017 0.254037 0.0393308
235000 281.072 0 0 281.072 0.214101 0.254068 0.0393308
235500 282.139 0 0 282.139 0.214175 0.254074 0.0393308
236000 280.871 0 0 280.871 0.21434 0.254302 0.0393308
236500 280.598 0 0 280.598 0.214487 0.254488 0.0393308
237000 280.37 0 0 280.37 0.214619 0.254636 0.0393308
237500 282.577 0 0 282.577 0.214728 0.254727 0.0393308
238000 281.127 0 0 281.127 0.214779 0.254679 0.0393308
238500 280.214 0 0 280.214 0.214782 0.254517 0.0393308
239000 282.808 0 0 282.808 0.214855 0.254522 0.0393308
239500 279.575 0 0 279.575 0.214928 0.25453 0.0393308
240000 281.65 0 0 281.65 0.215041 0.254635 0.0393308
240500 281.128 0 0 281.128 0.215103 0.254617 0.0393308
241000 280.747 0 0 280.747 0.215153 0.25457 0.0393308
241500 281.116 0 0 281.116 0.215217 0.254558 0.0393308
242000 281.499 0 0 281.499 0.215235 0.254437 0.0393308
242500 280.828 0 0 280.828 0.215211 0.254217 0.0393308
243000 282.286 0 0 282.286 0.215073 0.25373 0.0393308
243500 280.476 0 0 280.476 0.214939 0.253256 0.0393308
244000 281.318 0 0 281.318 0.2148 0.252773 0.0393308
244500 282.665 0 0 282.665 0.21469 0.25236 0.0393308
245000 282.502 0 0 282.502 0.21461 0.252022 0.0393308
245500 280.465 0 0 280.465 0.214569 0.251775 0.0393308
246000 279.631 0 0 279.631 0.214533 0.251542 0.0393308
246500 280.3 0 0 280.3 0.214507 0.251334 0.0393308
247000 284.079 0 0 284.079 0.214482 0.25113 0.0393308
247500 281.666 0 0 281.666 0.214469 0.250956 0.0393308
248000 281.086 0 0 281.086 0.21441 0.250676 0.0393308
248500 282.774 0 0 282.774 0.214388 0.250483 0.0393308
249000 283.749 0 0 283.749 0.214369 0.250297 0.0393308
249500 280.781 0 0 280.781 0.214335 0.250082 0.0393308
250000 280.509 0 0 280.509 0.214328 0.249925 0.0393308
250500 281.656 0 0 281.656 0.214401 0.249953 0.0393308
251000 281.285 0 0 281.285 0.214484 0.250003 0.0393308
251500 282.722 0 0 282.722 0.214574 0.250069 0.0393308
252000 283.288 0 0 283.288 0.214641 0.250085 0.0393308
252500 280.193 0 0 280.193 0.214769 0.250235 0.0393308
253000 279.559 0 0 279.559 0.21482 0.250215 0.0393308
253500 279.849 0 0 279.849 0.214797 0.250031 0.0393308
254000 279.986 0 0 279.986 0.214814 0.249934 0.0393308
254500 280.26 0 0 280.26 0.214838 0.249855 0.0393308
255000 281.208 0 0 281.208 0.214865 0.249785 0.0393308
255500 279.857 0 0 279.857 0.214925 0.249787 0.0393308
256000 280.478 0 0 280.478 0.214989 0.249801 0.0393308
256500 281.539 0 0 281.539 0.215015 0.249728 0.0393308
257000 281.358 0 0 281.358 0.215013 0.249594 0.0393308
257500 284.29 0 0 284.29 0.214933 0.249291 0.0393308
258000 282.267 0 0 282.267 0.2149 0.249093 0.0393308
258500 280.696 0 0 280.696 0.214913 0.248997 0.0393308
259000 279.707 0 0 279.707 0.215013 0.249091 0.0393308
259500 282.366 0 0 282.366 0.215087 0.249129 0.0393308
260000 281.822 0 0 281.822 0.215184 0.249218 0.0393308
260500 280.52 0 0 280.52 0.215285 0.249314 0.0393308
261000 280.866 0 0 280.866 0.215397 0.249436 0.0393308
261500 280.191 0 0 280.191 0.215507 0.249551 0.0393308
262000 279.92 0 0 279.92 0.215528 0.249475 0.0393308
262500 281.34 0 0 281.34 0.215515 0.249326 0.0393308
263000 280.708 0 0 280.708 0.215546 0.249273 0.0393308
263500 285.196 0 0 285.196 0.215598 0.249267 0.0393308
264000 280.117 0 0 280.117 0.215651 0.249262 0.0393308
264500 280.153 0 0 280.153 0.215716 0.249284 0.0393308
265000 282.4 0 0 282.4 0.215857 0.249468 0.0393308
265500 280.756 0 0 280.756 0.215982 0.249619 0.0393308
266000 283.491 0 0 283.491 0.216067 0.249683 0.0393308
266500 280.176 0 0 280.176 0.216118 0.249677 0.0393308
267000 280.956 0 0 280.956 0.216164 0.249658 0.0393308
267500 282.089 0 0 282.089 0.21624 0.249705 0.0393308
268000 284.891 0 0 284.891 0.216294 0.249705 0.0393308
268500 279.292 0 0 279.292 0.21639 0.249793 0.0393308
269000 280.333 0 0 280.333 0.216454 0.249816 0.0393308
269500 279.96 0 0 279.96 0.216493 0.249785 0.0393308
270000 280.405 0 0 280.405 0.216536 0.249761 0.0393308
270500 280.225 0 0 280.225 0.216617 0.24982 0.0393308
271000 280.717 0 0 280.717 0.216732 0.249952 0.0393308
271500 281.146 0 0 281.146 0.216825 0.250035 0.0393308
272000 282.123 0 0 282.123 0.216927 0.250138 0.0393308
272500 280.083 0 0 280.083 0.217039 0.250262 0.0393308
273000 282.415 0 0 282.415 0.217136 0.250355 0.0393308
273500 284.01 0 0 284.01 0.217233 0.250448 0.0393308
274000 286.303 0 0 286.303 0.217341 0.250564 0.0393308
274500 283.064 0 0 283.064 0.217431 0.250642 0.0393308
275000 281.082 0 0 281.082 0.217502 0.25068 0.0393308
275500 280.397 0 0 280.397 0.217548 0.250667 0.0393308
276000 284.925 0 0 284.925 0.217575 0.250615 0.0393308
276500 280.142 0 0 280.142 0.217541 0.250437 0.0393308
277000 280.116 0 0 280.116 0.217461 0.250164 0.0393308
277500 283.499 0 0 283.499 0.217444 0.250024 0.0393308
278000 281.149 0 0 281.149 0.217473 0.249979 0.0393308
278500 282.315 0 0 282.315 0.217487 0.249902 0.0393308
279000 285.233 0 0 285.233 0.217514 0.249853 0.0393308
279500 280.165 0 0 280.165 0.217556 0.249836 0.0393308
280000 279.459 0 0 279.459 0.217623 0.249872 0.0393308
280500 284.237 0 0 284.237 0.217704 0.249935 0.0393308
281000 282.204 0 0 282.204 0.21776 0.249948 0.0393308
281500 280.198 0 0 280.198 0.217833 0.249994 0.0393308
282000 281.467 0 0 281.467 0.217918 0.250067 0.0393308
282500 280.75 0 0 280.75 0.217928 0.249986 0.0393308
283000 279.362 0 0 279.362 0.217975 0.249981 0.0393308
283500 280.352 0 0 280.352 0.218022 0.249977 0.0393308
284000 282.066 0 0 282.066 0.218143 0.250122 0.0393308
284500 281.114 0 0 281.114 0.21827 0.250281 0.0393308
285000 280.449 0 0 280.449 0.218393 0.25043 0.0393308
285500 281.264 0 0 281.264 0.218513 0.250573 0.0393308
286000 280.325 0 0 280.325 0.218641 0.250734 0.0393308
286500 280.434 0 0 280.434 0.218751 0.250858 0.0393308
287000 280.776 0 0 280.776 0.218809 0.250876 0.0393308
287500 283.457 0 0 283.457 0.218855 0.250871 0.0393308
288000 280.612 0 0 280.612 0.218811 0.250684 0.0393308
288500 280.366 0 0 280.366 0.218761 0.250488 0.0393308
289000 285.585 0 0 285.585 0.218671 0.25021 0.0393308
289500 282.475 0 0 282.475 0.218567 0.249909 0.0393308
290000 280.885 0 0 280.885 0.218481 0.249643 0.0393308
290500 282.001 0 0 282.001 0.218418 0.249424 0.0393308
291000 280.794 0 0 280.794 0.21837 0.249235 0.0393308
291500 281.117 0 0 281.117 0.218312 0.249029 0.0393308
292000 280.594 0 0 280.594 0.218262 0.248839 0.0393308
292500 280.657 0 0 280.657 0.218213 0.248651 0.0393308
293000 284.204 0 0 284.204 0.218267 0.248667 0.0393308
293500 280.985 0 0 280.985 0.218369 0.24878 0.0393308
294000 283.655 0 0 283.655 0.218499 0.248946 0.0393308
294500 283.615 0 0 283.615 0.218607 0.249069 0.0393308
295000 282.229 0 0 282.229 0.218757 0.249275 0.0393308
295500 280.47 0 0 280.47 0.218845 0.249359 0.0393308
296000 281.571 0 0 281.571 0.218925 0.249425 0.0393308
296500 281.166 0 0 281.166 0.219034 0.249551 0.0393308
297000 280.841 0 0 280.841 0.219152 0.249694 0.0393308
297500 281.134 0 0 281.134 0.219282 0.24986 0.0393308
298000 279.694 0 0 279.694 0.219374 0.249953 0.0393308
298500 279.498 0 0 279.498 0.219413 0.249941 0.0393308
299000 281.632 0 0 281.632 0.219379 0.249786 0.0393308
299500 281.015 0 0 281.015 0.219356 0.249655 0.0393308
300000 279.866 0 0 279.866 0.219402 0.249659 0.0393308
300500 280.724 0 0 280.724 0.219463 0.24969 0.0393308
301000 281.784 0 0 281.784 0.219511 0.249699 0.0393308
301500 279.855 0 0 279.855 0.219518 0.249627 0.0393308
302000 280.686 0 0 280.686 0.219559 0.24962 0.0393308
302500 281.203 0 0 281.203 0.219654 0.249721 0.0393308
303000 279.498 0 0 279.498 0.219734 0.24979 0.0393308
303500 282.111 0 0 282.111 0.219777 0.249789 0.0393308
304000 280.492 0 0 280.492 0.219816 0.249781 0.0393308
304500 283.255 0 0 283.255 0.219843 0.24975 0.0393308
305000 280.507 0 0 280.507 0.219892 0.249761 0.0393308
305500 280.79 0 0 280.79 0.2199 0.249694 0.0393308
306000 284.187 0 0 284.187 0.219909 0.249628 0.0393308
306500 281.024 0 0 281.024 0.219999 0.249719 0.0393308
307000 280.502 0 0 280.502 0.220119 0.249867 0.0393308
307500 285.399 0 0 285.399 0.220239 0.250014 0.0393308
308000 281.404 0 0 281.404 0.22036 0.250165 0.0393308
308500 281.226 0 0 281.226 0.220441 0.250237 0.0393308
309000 280.601 0 0 280.601 0.220496 0.250262 0.0393308
309500 285.552 0 0 285.552 0.220601 0.250379 0.0393308
310000 281.376 0 0 281.376 0.22069 0.250469 0.0393308
310500 286.069 0 0 286.069 0.220824 0.250643 0.0393308
311000 282.125 0 0 282.125 0.220962 0.250825 0.0393308
311500 279.843 0 0 279.843 0.221069 0.250949 0.0393308
312000 282.971 0 0 282.971 0.221147 0.251015 0.0393308
312500 280.478 0 0 280.478 0.221187 0.251012 0.0393308
313000 280.191 0 0 280.191 0.221218 0.25099 0.0393308
313500 279.553 0 0 279.553 0.221281 0.251031 0.0393308
314000 283.901 0 0 283.901 0.221342 0.251068 0.0393308
314500 280.86 0 0 280.86 0.221389 0.251078 0.0393308
315000 280.781 0 0 280.781 0.221398 0.251015 0.0393308
315500 279.424 0 0 279.424 0.221402 0.250946 0.0393308
316000 280.068 0 0 280.068 0.221442 0.250943 0.0393308
316500 279.887 0 0 279.887 0.221527 0.251025 0.0393308
317000 279.689 0 0 279.689 0.221618 0.251119 0.0393308
317500 280.053 0 0 280.053 0.221657 0.251115 0.0393308
318000 281.395 0 0 281.395 0.22164 0.251007 0.0393308
318500 281.833 0 0 281.833 0.221627 0.250907 0.0393308
319000 280.203 0 0 280.203 0.221547 0.250683 0.0393308
319500 284.228 0 0 284.228 0.221477 0.250476 0.0393308
320000 283.071 0 0 283.071 0.221375 0.250213 0.0393308
320500 286.575 0 0 286.575 0.221306 0.250011 0.0393308
321000 279.831 0 0 279.831 0.221191 0.249725 0.0393308
321500 280.035 0 0 280.035 0.22115 0.249575 0.0393308
322000 280.227 0 0 280.227 0.221126 0.24946 0.0393308
322500 280.67 0 0 280.67 0.22109 0.249322 0.0393308
323000 281.47 0 0 281.47 0.221029 0.249138 0.0393308
323500 282.949 0 0 282.949 0.220978 0.248973 0.0393308
324000 281.228 0 0 281.228 0.220779 0.248537 0.0393308
324500 281.85 0 0 281.85 0.220587 0.248117 0.0393308
325000 281.812 0 0 281.812 0.220412 0.247729 0.0393308
325500 281.683 0 0 281.683 0.220249 0.247364 0.0393308
326000 280.449 0 0 280.449 0.220151 0.247117 0.0393308
326500 279.918 0 0 279.918 0.220114 0.246983 0.0393308
327000 280.329 0 0 280.329 0.220094 0.246882 0.0393308
327500 282.245 0 0 282.245 0.220123 0.246867 0.0393308
328000 279.486 0 0 279.486 0.220109 0.246776 0.0393308
328500 281.197 0 0 281.197 0.220126 0.246741 0.0393308
329000 281.415 0 0 281.415 0.220105 0.246639 0.0393308
329500 280.981 0 0 280.981 0.220105 0.246573 0.0393308
330000 281.169 0 0 281.169 0.220106 0.246512 0.0393308
330500 279.701 0 0 279.701 0.220115 0.246463 0.0393308
331000 280.691 0 0 280.691 0.220129 0.246424 0.0393308
331500 281.207 0 0 281.207 0.220113 0.246332 0.0393308
332000 280.382 0 0 280.382 0.220165 0.246363 0.0393308
332500 282.685 0 0 282.685 0.220203 0.246368 0.0393308
333000 284.108 0 0 284.108 0.220251 0.246391 0.0393308
333500 279.851 0 0 279.851 0.220296 0.246409 0.0393308
334000 279.702 0 0 279.702 0.220282 0.24632 0.0393308
334500 279.821 0 0 279.821 0.220284 0.246262 0.0393308
335000 279.713 0 0 279.713 0.22026 0.246158 0.0393308
335500 282.395 0 0 282.395 0.220284 0.246139 0.0393308
336000 281.03 0 0 281.03 0.220257 0.246029 0.0393308
336500 282.854 0 0 282.854 0.220233 0.245926 0.0393308
337000 283.109 0 0 283.109 0.220148 0.245715 0.0393308
337500 280.186 0 0 280.186 0.220042 0.245467 0.0393308
338000 284.417 0 0 284.417 0.219958 0.245261 0.0393308
338500 281.471 0 0 281.471 0.219802 0.244926 0.0393308
339000 285.996 0 0 285.996 0.219676 0.244645 0.0393308
339500 280.955 0 0 280.955 0.219514 0.244303 0.0393308
340000 281.47 0 0 281.47 0.219319 0.243904 0.0393308
340500 282.699 0 0 282.699 0.219147 0.243546 0.0393308
341000 282.144 0 0 282.144 0.218919 0.243091 0.0393308
341500 281.232 0 0 281.232 0.218779 0.242793 0.0393308
342000 283.373 0 0 283.373 0.218645 0.242505 0.0393308
342500 282.47 0 0 282.47 0.218525 0.242242 0.0393308
343000 281.842 0 0 281.842 0.218409 0.241986 0.0393308
343500 283.856 0 0 283.856 0.218321 0.24178 0.0393308
344000 282.819 0 0 282.819 0.218217 0.241548 0.0393308
344500 281.544 0 0 281.544 0.218132 0.241348 0.0393308
345000 280.936 0 0 280.936 0.218038 0.241133 0.0393308
345500 284.317 0 0 284.317 0.217971 0.240967 0.0393308
346000 280.967 0 0 280.967 0.217907 0.240805 0.0393308
346500 286.06 0 0 286.06 0.217823 0.240609 0.0393308
347000 283.659 0 0 283.659 0.217702 0.240351 0.0393308
347500 282.913 0 0 282.913 0.217583 0.240097 0.0393308
348000 280.684 0 0 280.684 0.21746 0.239837 0.0393308
348500 280.833 0 0 280.833 0.217326 0.239558 0.0393308
349000 280.447 0 0 280.447 0.217222 0.239333 0.0393308
349500 280.534 0 0 280.534 0.217103 0.239082 0.0393308
350000 282.885 0 0 282.885 0.217038 0.238923 0.0393308
350500 280.352 0 0 280.352 0.217037 0.238873 0.0393308
351000 280.669 0 0 280.669 0.217019 0.238795 0.0393308
351500 279.854 0 0 279.854 0.217022 0.238753 0.0393308
352000 281.381 0 0 281.381 0.216998 0.238664 0.0393308
352500 280.537 0 0 280.537 0.216962 0.238556 0.0393308
353000 280.967 0 0 280.967 0.216922 0.238443 0.0393308
353500 280.529 0 0 280.529 0.216961 0.238461 0.0393308
354000 280.223 0 0 280.223 0.217017 0.238509 0.0393308
354500 281.937 0 0 281.937 0.217025 0.238475 0.0393308
355000 279.576 0 0 279.576 0.217047 0.238467 0.0393308
355500 279.772 0 0 279.772 0.217118 0.238539 0.0393308
356000 279.935 0 0 279.935 0.217153 0.238553 0.0393308
356500 281.099 0 0 281.099 0.217156 0.238511 0.0393308
357000 282.777 0 0 282.777 0.217077 0.238334 0.0393308
357500 281.645 0 0 281.645 0.217041 0.238227 0.0393308
358000 279.992 0 0 279.992 0.217017 0.238142 0.0393308
358500 284.395 0 0 284.395 0.216993 0.238058 0.0393308
359000 282.053 0 0 282.053 0.216923 0.237897 0.0393308
359500 280.699 0 0 280.699 0.216874 0.23777 0.0393308
360000 280.551 0 0 280.551 0.216854 0.237693 0.0393308
360500 282.16 0 0 282.16 0.216806 0.237571 0.0393308
361000 281.923 0 0 281.923 0.216754 0.23744 0.0393308
361500 283.935 0 0 283.935 0.216723 0.237346 0.0393308
362000 280.636 0 0 280.636 0.216711 0.237282 0.0393308
362500 280.956 0 0 280.956 0.216698 0.237218 0.0393308
363000 280.751 0 0 280.751 0.216671 0.23713 0.0393308
363500 281.806 0 0 281.806 0.216607 0.236983 0.0393308
364000 280.682 0 0 280.682 0.216532 0.236817 0.0393308
364500 281.07 0 0 281.07 0.216473 0.236678 0.0393308
365000 280.056 0 0 280.056 0.216414 0.236539 0.0393308
365500 283.052 0 0 283.052 0.216397 0.23647 0.0393308
366000 282.276 0 0 282.276 0.216329 0.236316 0.0393308
366500 280.609 0 0 280.609 0.216242 0.236132 0.0393308
367000 280.685 0 0 280.685 0.21611 0.235875 0.0393308
367500 281.488 0 0 281.488 0.215998 0.235653 0.0393308
368000 282.292 0 0 282.292 0.215873 0.235408 0.0393308
368500 281.177 0 0 281.177 0.215777 0.235212 0.0393308
369000 284.248 0 0 284.248 0.215646 0.23496 0.0393308
369500 282.016 0 0 282.016 0.215505 0.23469 0.0393308
370000 282.863 0 0 282.863 0.215388 0.234461 0.0393308
370500 282.397 0 0 282.397 0.215275 0.23424 0.0393308
371000 282.136 0 0 282.136 0.215132 0.233971 0.0393308
371500 281.501 0 0 281.501 0.214997 0.233714 0.0393308
372000 282.259 0 0 282.259 0.214864 0.233463 0.0393308
372500 281.465 0 0 281.465 0.214726 0.233202 0.0393308
373000 282.258 0 0 282.258 0.214553 0.232888 0.0393308
373500 281.21 0 0 281.21 0.214463 0.232706 0.0393308
374000 282.414 0 0 282.414 0.214335 0.232465 0.0393308
374500 283.117 0 0 283.117 0.214219 0.232243 0.0393308
375000 281.613 0 0 281.613 0.214133 0.232069 0.0393308
375500 281.061 0 0 281.061 0.214015 0.231845 0.0393308
376000 282.87 0 0 282.87 0.213888 0.231607 0.0393308
376500 282.514 0 0 282.514 0.213769 0.231382 0.0393308
377000 284.454 0 0 284.454 0.213688 0.23122 0.0393308
377500 282.386 0 0 282.386 0.213586 0.231022 0.0393308
378000 281.876 0 0 281.876 0.213462 0.230792 0.0393308
378500 280.588 0 0 280.588 0.213354 0.230587 0.0393308
379000 282.164 0 0 282.164 0.213319 0.230499 0.0393308
379500 280.278 0 0 280.278 0.213229 0.230322 0.0393308
380000 282.542 0 0 282.542 0.213136 0.230141 0.0393308
380500 282.488 0 0 282.488 0.213063 0.229994 0.0393308
381000 280.978 0 0 280.978 0.212947 0.229778 0.0393308
381500 285.524 0 0 285.524 0.212847 0.229588 0.0393308
382000 282.918 0 0 282.918 0.212792 0.229469 0.0393308
382500 283.813 0 0 283.813 0.21275 0.229372 0.0393308
383000 281.378 0 0 281.378 0.212664 0.229205 0.0393308
383500 280.201 0 0 280.201 0.212629 0.229119 0.0393308
384000 280.65 0 0 280.65 0.21258 0.22901 0.0393308
384500 280.839 0 0 280.839 0.212525 0.228892 0.0393308
385000 280.87 0 0 280.87 0.212497 0.228818 0.0393308
385500 280.403 0 0 280.403 0.212419 0.228665 0.0393308
386000 282.044 0 0 282.044 0.212313 0.228468 0.0393308
386500 281.546 0 0 281.546 0.212182 0.228234 0.0393308
387000 282.855 0 0 282.855 0.211991 0.227905 0.0393308
387500 281.666 0 0 281.666 0.211791 0.227565 0.0393308
388000 282.751 0 0 282.751 0.211631 0.227287 0.0393308
388500 282.582 0 0 282.582 0.211468 0.227005 0.0393308
389000 283.772 0 0 283.772 0.211233 0.226612 0.0393308
389500 282.357 0 0 282.357 0.21105 0.226301 0.0393308
390000 282.421 0 0 282.421 0.210848 0.22596 0.0393308
390500 283.438 0 0 283.438 0.210639 0.225608 0.0393308
391000 283.695 0 0 283.695 0.210428 0.225256 0.0393308
391500 283.743 0 0 283.743 0.210179 0.224846 0.0393308
392000 283.934 0 0 283.934 0.210031 0.224592 0.0393308
392500 287.002 0 0 287.002 0.209828 0.224255 0.0393308
393000 285.135 0 0 285.135 0.20969 0.224018 0.0393308
393500 281.115 0 0 281.115 0.209558 0.223789 0.0393308
394000 281.565 0 0 281.565 0.209404 0.223528 0.0393308
394500 283.131 0 0 283.131 0.209248 0.223264 0.0393308
395000 282.181 0 0 282.181 0.20911 0.223029 0.0393308
395500 282.844 0 0 282.844 0.208926 0.222724 0.0393308
396000 285.083 0 0 285.083 0.208731 0.222403 0.0393308
396500 282.139 0 0 282.139 0.208546 0.222097 0.0393308
397000 284.085 0 0 284.085 0.208364 0.221798 0.0393308
397500 283.531 0 0 283.531 0.208209 0.221538 0.0393308
398000 281.367 0 0 281.367 0.208076 0.221314 0.0393308
398500 281.909 0 0 281.909 0.207967 0.221126 0.0393308
399000 280.655 0 0 280.655 0.207847 0.220921 0.0393308
399500 285.324 0 0 285.324 0.207784 0.220804 0.0393308
400000 281.288 0 0 281.288 0.20771 0.220669 0.0393308
400500 282.386 0 0 282.386 0.207633 0.22053 0.0393308
401000 281.514 0 0 281.514 0.207554 0.220389 0.0393308
401500 282.82 0 0 282.82 0.207443 0.2202 0.0393308
402000 281.353 0 0 281.353 0.207325 0.22 0.0393308
402500 282.453 0 0 282.453 0.207195 0.219783 0.0393308
403000 282.871 0 0 282.871 0.207039 0.219528 0.0393308
403500 284.334 0 0 284.334 0.206888 0.21928 0.0393308
404000 283.652 0 0 283.652 0.2067 0.218978 0.0393308
404500 282.378 0 0 282.378 0.206465 0.218607 0.0393308
405000 281.782 0 0 281.782 0.206218 0.218218 0.0393308
405500 282.987 0 0 282.987 0.206033 0.217923 0.0393308
406000 284.209 0 0 284.209 0.205797 0.217552 0.0393308
406500 284.02 0 0 284.02 0.205601 0.217241 0.0393308
407000 282.969 0 0 282.969 0.205415 0.216947 0.0393308
407500 284.376 0 0 284.376 0.2052 0.216608 0.0393308
408000 285.321 0 0 285.321 0.204975 0.216257 0.0393308
408500 282.767 0 0 282.767 0.204731 0.215879 0.0393308
409000 282.562 0 0 282.562 0.204554 0.215599 0.0393308
409500 283.645 0 0 283.645 0.204312 0.215225 0.0393308
410000 282.582 0 0 282.582 0.204062 0.21484 0.0393308
410500 282.095 0 0 282.095 0.203849 0.214509 0.0393308
411000 282.39 0 0 282.39 0.203633 0.214176 0.0393308
411500 286.158 0 0 286.158 0.203432 0.213864 0.0393308
412000 285.902 0 0 285.902 0.203189 0.213493 0.0393308
412500 282.417 0 0 282.417 0.202962 0.213144 0.0393308
413000 282.68 0 0 282.68 0.20278 0.212863 0.0393308
413500 283.288 0 0 283.288 0.20253 0.212483 0.0393308
414000 283.099 0 0 283.099 0.202301 0.212134 0.0393308
414500 283.025 0 0 283.025 0.202026 0.211719 0.0393308
415000 283.587 0 0 283.587 0.201757 0.211314 0.0393308
415500 283.994 0 0 283.994 0.201513 0.210946 0.0393308
416000 282.899 0 0 282.899 0.201255 0.210559 0.0393308
416500 283.23 0 0 283.23 0.200969 0.210131 0.0393308
417000 282.516 0 0 282.516 0.200682 0.209704 0.0393308
417500 283.524 0 0 283.524 0.20042 0.209313 0.0393308
418000 282.978 0 0 282.978 0.200139 0.208896 0.0393308
418500 283.007 0 0 283.007 0.199866 0.208492 0.0393308
419000 282.391 0 0 282.391 0.199548 0.208022 0.0393308
419500 285.646 0 0 285.646 0.199241 0.207571 0.0393308
420000 283.808 0 0 283.808 0.198921 0.207102 0.0393308
420500 283.693 0 0 283.693 0.198655 0.206711 0.0393308
