[final]
row,column,category,age[1],age[2],age[3],age[4],age[5],age[6],age[7],age[8],age[9],age[10],age[11],age[12],age[13],age[14],age[15],age[16],age[17],age[18],age[19],age[20],age[21],age[22],age[23],age[24],age[25],age[26],age[27],age[28],age[29],age[30],age[31],age[32],age[33],age[34],age[35],age[36],age[37],age[38],age[39],age[40],age[41],age[42],age[43],age[44],age[45],age[46],age[47],age[48],age[49],age[50]
1,1,immature-male,437900,384500,337587,296338,246997,199759,144746,86358.9,40484.8,15594.2,5380.42,1772.21,575.328,186.447,60.5643,19.7348,6.44971,2.11352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,mature-male,0,0,0,0,12999.8,28054.5,54244.5,86358.9,108030,111036,102228,89850.5,77834.3,67307.5,58341.1,50727.3,44238.5,38682.8,33893.9,29732.6,26097.6,22912.6,20118.2,17665.3,15511.7,13620.7,11960.3,10502.3,9221.98,8097.78,7110.62,6243.8,5482.66,4814.29,4227.41,3712.07,3259.55,2862.2,2513.28,2206.9,1937.87,1701.63,1494.2,1312.05,1152.1,1011.66,888.331,780.04,684.949,4933.78
1,1,immature-female,437900,384500,337587,296338,246997,199759,144746,86358.9,40484.8,15594.2,5380.42,1772.21,575.328,186.447,60.5643,19.7348,6.44971,2.11352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,mature-female,0,0,0,0,12999.8,28054.5,54244.5,86358.9,108030,111036,102228,89850.5,77834.3,67307.5,58341.1,50727.3,44238.5,38682.8,33893.9,29732.6,26097.6,22912.6,20118.2,17665.3,15511.7,13620.7,11960.3,10502.3,9221.98,8097.78,7110.62,6243.8,5482.66,4814.29,4227.41,3712.07,3259.55,2862.2,2513.28,2206.9,1937.87,1701.63,1494.2,1312.05,1152.1,1011.66,888.331,780.04,684.949,4933.78

[final]
row,column,category,age[1],age[2],age[3],age[4],age[5],age[6],age[7],age[8],age[9],age[10],age[11],age[12],age[13],age[14],age[15],age[16],age[17],age[18],age[19],age[20],age[21],age[22],age[23],age[24],age[25],age[26],age[27],age[28],age[29],age[30],age[31],age[32],age[33],age[34],age[35],age[36],age[37],age[38],age[39],age[40],age[41],age[42],age[43],age[44],age[45],age[46],age[47],age[48],age[49],age[50]
1,1,immature-male,437900,384500,337587,296338,246997,199759,144746,86358.9,40484.8,15594.2,5380.42,1772.21,575.328,186.447,60.5643,19.7348,6.44971,2.11352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,mature-male,0,0,0,0,12999.8,28054.5,54244.5,86358.9,108030,111036,102228,89850.5,77834.3,67307.5,58341.1,50727.3,44238.5,38682.8,33893.9,29732.6,26097.6,22912.6,20118.2,17665.3,15511.7,13620.7,11960.3,10502.3,9221.98,8097.78,7110.62,6243.8,5482.66,4814.29,4227.41,3712.07,3259.55,2862.2,2513.28,2206.9,1937.87,1701.63,1494.2,1312.05,1152.1,1011.66,888.331,780.04,684.949,4933.78
1,1,immature-female,437900,384500,337587,296338,246997,199759,144746,86358.9,40484.8,15594.2,5380.42,1772.21,575.328,186.447,60.5643,19.7348,6.44971,2.11352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,mature-female,0,0,0,0,12999.8,28054.5,54244.5,86358.9,108030,111036,102228,89850.5,77834.3,67307.5,58341.1,50727.3,44238.5,38682.8,33893.9,29732.6,26097.6,22912.6,20118.2,17665.3,15511.7,13620.7,11960.3,10502.3,9221.98,8097.78,7110.62,6243.8,5482.66,4814.29,4227.41,3712.07,3259.55,2862.2,2513.28,2206.9,1937.87,1701.63,1494.2,1312.05,1152.1,1011.66,888.331,780.04,684.949,4933.78

