SPM (Spatial Population Model)
Call: spm -p -q -g 0 -o profile.dat 
Date: Sun Aug 19 08:57:15 2018
v1.1-2018-05-31 (rev. 1291). Copyright (c) 2008-2018, NIWA
User name: Admin
Machine name: DELL9070 (Windows_NT, PID=7804)

[mature-2002]
report.type: observation
observation.label: mature-2002
observation.year: 2002
observation.time_step: one
observation.min_age: 1
observation.max_age: 30
observation.age_plus_group: true
area age observed expected residual errorvalue processerror totalerror score
r5-c4 immature+mature 30 0.04087 0.109675 -0.0688049 126 50 35.7955 3.49246
r5-c5 immature+mature 1 0 0.00434019 -0.00434019 64 50 28.0702 0
r5-c5 immature+mature 2 0 0.000472475 -0.000472475 64 50 28.0702 0
r5-c5 immature+mature 3 0 0.000613666 -0.000613666 64 50 28.0702 0
r5-c5 immature+mature 4 0 0.000821995 -0.000821995 64 50 28.0702 0
r5-c5 immature+mature 5 0 0.00109719 -0.00109719 64 50 28.0702 0
r5-c5 immature+mature 6 0.00061 0.00184068 -0.00123068 64 50 28.0702 0.0981885
r5-c5 immature+mature 7 0 0.00319933 -0.00319933 64 50 28.0702 0
r5-c5 immature+mature 8 0 0.0054188 -0.0054188 64 50 28.0702 0
r5-c5 immature+mature 9 0.00051 0.00876199 -0.00825199 64 50 28.0702 0.0597227
r5-c5 immature+mature 10 0 0.013463 -0.013463 64 50 28.0702 0
r5-c5 immature+mature 11 0.00076 0.0196341 -0.0188741 64 50 28.0702 0.071907
r5-c5 immature+mature 12 0.00066 0.0271405 -0.0264805 64 50 28.0702 0.0564055
r5-c5 immature+mature 13 0.03344 0.0355102 -0.00207019 64 50 28.0702 3.10851
r5-c5 immature+mature 14 0.00855 0.0439752 -0.0354252 64 50 28.0702 0.653854
r5-c5 immature+mature 15 0.00977 0.0516675 -0.0418975 64 50 28.0702 0.709132
r5-c5 immature+mature 16 0.08318 0.0578653 0.0253147 64 50 28.0702 7.67696
r5-c5 immature+mature 17 0.01478 0.0621436 -0.0473636 64 50 28.0702 1.03224
r5-c5 immature+mature 18 0.10125 0.0643803 0.0368697 64 50 28.0702 9.39276
r5-c5 immature+mature 19 0.09895 0.0646768 0.0342732 64 50 28.0702 9.1254
r5-c5 immature+mature 20 0.08562 0.0632673 0.0223527 64 50 28.0702 7.73016
r5-c5 immature+mature 21 0.09473 0.0604517 0.0342783 64 50 28.0702 8.84175
r5-c5 immature+mature 22 0.04279 0.0565544 -0.0137644 64 50 28.0702 3.54785
r5-c5 immature+mature 23 0.05154 0.0518986 -0.000358619 64 50 28.0702 4.52805
r5-c5 immature+mature 24 0.11301 0.0467882 0.0662218 64 50 28.0702 11.7259
r5-c5 immature+mature 25 0.08158 0.0414936 0.0400864 64 50 28.0702 8.2639
r5-c5 immature+mature 26 0.02803 0.0362418 -0.00821179 64 50 28.0702 2.53549
r5-c5 immature+mature 27 0.01062 0.0312114 -0.0205914 64 50 28.0702 0.925671
r5-c5 immature+mature 28 0.0335 0.0265313 0.00696873 64 50 28.0702 3.38888
r5-c5 immature+mature 29 0.02128 0.0222842 -0.00100421 64 50 28.0702 2.15926
r5-c5 immature+mature 30 0.08484 0.0962549 -0.0114149 64 50 28.0702 6.64702
r5-c6 immature+mature 1 0 0.00457161 -0.00457161 443 50 44.929 0
r5-c6 immature+mature 2 0 0.000507793 -0.000507793 443 50 44.929 0
r5-c6 immature+mature 3 0 0.000659286 -0.000659286 443 50 44.929 0
r5-c6 immature+mature 4 0.00037 0.000883089 -0.000513089 443 50 44.929 0.107529
r5-c6 immature+mature 5 0 0.00117872 -0.00117872 443 50 44.929 0
r5-c6 immature+mature 6 0 0.00194676 -0.00194676 443 50 44.929 0
r5-c6 immature+mature 7 0.00096 0.00333453 -0.00237453 443 50 44.929 0.222602
r5-c6 immature+mature 8 0.00029 0.00559122 -0.00530122 443 50 44.929 0.0601958
r5-c6 immature+mature 9 0 0.00898132 -0.00898132 443 50 44.929 0
r5-c6 immature+mature 10 0.00106 0.0137364 -0.0126764 443 50 44.929 0.178535
r5-c6 immature+mature 11 0.00176 0.0199611 -0.0182011 443 50 44.929 0.268809
r5-c6 immature+mature 12 0.00218 0.0275072 -0.0253272 443 50 44.929 0.302949
r5-c6 immature+mature 13 0.01502 0.0358874 -0.0208674 443 50 44.929 2.14462
r5-c6 immature+mature 14 0.02114 0.044322 -0.023182 443 50 44.929 2.93943
r5-c6 immature+mature 15 0.03631 0.0519419 -0.0156319 443 50 44.929 5.2062
r5-c6 immature+mature 16 0.06329 0.0580354 0.00525456 443 50 44.929 9.69353
r5-c6 immature+mature 17 0.06978 0.0621953 0.00758467 443 50 44.929 10.6719
r5-c6 immature+mature 18 0.07319 0.0643179 0.00887212 443 50 44.929 11.1884
r5-c6 immature+mature 19 0.08729 0.0645182 0.0227718 443 50 44.929 13.8101
r5-c6 immature+mature 20 0.0927 0.0630375 0.0296625 443 50 44.929 14.9414
r5-c6 immature+mature 21 0.08513 0.0601767 0.0249533 443 50 44.929 13.6671
r5-c6 immature+mature 22 0.06535 0.0562579 0.00909211 443 50 44.929 10.1617
r5-c6 immature+mature 23 0.07059 0.0515997 0.0189903 443 50 44.929 11.4125
r5-c6 immature+mature 24 0.04615 0.0465009 -0.00035094 443 50 44.929 7.12401
r5-c6 immature+mature 25 0.05061 0.0412273 0.00938267 443 50 44.929 8.21071
r5-c6 immature+mature 26 0.03756 0.0360021 0.00155794 443 50 44.929 6.03459
r5-c6 immature+mature 27 0.03332 0.0310005 0.0023195 443 50 44.929 5.48293
r5-c6 immature+mature 28 0.03842 0.0263494 0.0120706 443 50 44.929 6.73272
r5-c6 immature+mature 29 0.02673 0.02213 0.00460002 443 50 44.929 4.67408
r5-c6 immature+mature 30 0.0794 0.0956408 -0.0162408 443 50 44.929 10.921
r5-c7 immature+mature 1 0 0.00465538 -0.00465538 169 50 38.5845 0
r5-c7 immature+mature 2 0 0.000442023 -0.000442023 169 50 38.5845 0
r5-c7 immature+mature 3 0 0.000573524 -0.000573524 169 50 38.5845 0
r5-c7 immature+mature 4 0 0.000768231 -0.000768231 169 50 38.5845 0
r5-c7 immature+mature 5 0 0.00102544 -0.00102544 169 50 38.5845 0
r5-c7 immature+mature 6 0 0.00168663 -0.00168663 169 50 38.5845 0
r5-c7 immature+mature 7 0 0.00290069 -0.00290069 169 50 38.5845 0
r5-c7 immature+mature 8 0.00228 0.00491423 -0.00263423 169 50 38.5845 0.422957
r5-c7 immature+mature 9 0 0.00799756 -0.00799756 169 50 38.5845 0
r5-c7 immature+mature 10 0 0.0123983 -0.0123983 169 50 38.5845 0
r5-c7 immature+mature 11 0.00498 0.0182496 -0.0132696 169 50 38.5845 0.68623
r5-c7 immature+mature 12 0.01527 0.0254449 -0.0101749 169 50 38.5845 2.04913
r5-c7 immature+mature 13 0.02582 0.033547 -0.00772698 169 50 38.5845 3.3805
r5-c7 immature+mature 14 0.03849 0.0418234 -0.00333336 169 50 38.5845 4.98848
r5-c7 immature+mature 15 0.06696 0.0494352 0.0175248 169 50 38.5845 9.06353
r5-c7 immature+mature 16 0.09075 0.0556767 0.0350733 169 50 38.5845 12.569
r5-c7 immature+mature 17 0.06815 0.0601235 0.00802652 169 50 38.5845 8.73915
r5-c7 immature+mature 18 0.06071 0.0626404 -0.00193038 169 50 38.5845 7.52079
r5-c7 immature+mature 19 0.0701 0.0633058 0.00679421 169 50 38.5845 8.89822
r5-c7 immature+mature 20 0.08306 0.0623244 0.0207356 169 50 38.5845 10.9496
r5-c7 immature+mature 21 0.07537 0.0599642 0.0154058 169 50 38.5845 9.861
r5-c7 immature+mature 22 0.0568 0.0565182 0.000281807 169 50 38.5845 7.17391
r5-c7 immature+mature 23 0.08085 0.0522821 0.0285679 169 50 38.5845 11.1501
r5-c7 immature+mature 24 0.047 0.0475381 -0.000538059 169 50 38.5845 6.0523
r5-c7 immature+mature 25 0.03453 0.0425418 -0.00801183 169 50 38.5845 4.38036
r5-c7 immature+mature 26 0.03436 0.0375135 -0.00315352 169 50 38.5845 4.52238
r5-c7 immature+mature 27 0.01949 0.0326313 -0.0131413 169 50 38.5845 2.48984
r5-c7 immature+mature 28 0.03041 0.0280294 0.00238061 169 50 38.5845 4.2768
r5-c7 immature+mature 29 0.01437 0.0237995 -0.00942947 169 50 38.5845 1.95519
r5-c7 immature+mature 30 0.08022 0.109249 -0.0290289 169 50 38.5845 8.76594
*end

[CAA-2006]
report.type: observation
observation.label: CAA-2006
observation.year: 2006
observation.time_step: one
observation.min_age: 1
observation.max_age: 30
observation.age_plus_group: true
area category age observed expected residual errorvalue processerror totalerror score
r1-c6 immature+mature 1 0 0.00149271 -0.00149271 277 50 42.3547 0
r1-c6 immature+mature 2 0 0.00772797 -0.00772797 277 50 42.3547 0
r1-c6 immature+mature 3 0 0.0104955 -0.0104955 277 50 42.3547 0
r1-c6 immature+mature 4 0 0.0140629 -0.0140629 277 50 42.3547 0
r1-c6 immature+mature 5 0.101241 0.0187715 0.0824695 277 50 42.3547 20.6676
r1-c6 immature+mature 6 0.0270886 0.0242512 0.00283742 277 50 42.3547 4.33634
r1-c6 immature+mature 7 0.0717299 0.0311984 0.0405315 277 50 42.3547 12.3741
r1-c6 immature+mature 8 0.0654274 0.0396734 0.0257539 277 50 42.3547 10.4546
r1-c6 immature+mature 9 0.0346845 0.0494913 -0.0148068 277 50 42.3547 4.67907
r1-c6 immature+mature 10 0.024389 0.0600598 -0.0356708 277 50 42.3547 2.91949
r1-c6 immature+mature 11 0.0551421 0.0702662 -0.0151241 277 50 42.3547 7.226
r1-c6 immature+mature 12 0.0718531 0.0785606 -0.00670749 277 50 42.3547 9.58829
r1-c6 immature+mature 13 0.0475565 0.0833524 -0.0357959 277 50 42.3547 5.71107
r1-c6 immature+mature 14 0.0934398 0.0836194 0.0098204 277 50 42.3547 12.9352
r1-c6 immature+mature 15 0.0712475 0.0793578 -0.00811029 277 50 42.3547 9.46013
r1-c6 immature+mature 16 0.0777656 0.0715414 0.00622421 277 50 42.3547 10.8598
r1-c6 immature+mature 17 0.0585295 0.0616522 -0.00312271 277 50 42.3547 8.08499
r1-c6 immature+mature 18 0.0438612 0.0511403 -0.00727915 277 50 42.3547 6.0893
r1-c6 immature+mature 19 0.0488704 0.0410953 0.00777504 277 50 42.3547 7.3654
r1-c6 immature+mature 20 0.00906375 0.0321667 -0.0231029 277 50 42.3547 1.20088
r1-c6 immature+mature 21 0.0223874 0.024634 -0.0022466 277 50 42.3547 3.4908
r1-c6 immature+mature 22 0.01551 0.0185236 -0.00301362 277 50 42.3547 2.51622
r1-c6 immature+mature 23 0.0063436 0.0137162 -0.00737261 277 50 42.3547 1.05011
r1-c6 immature+mature 24 0.0111578 0.0100251 0.00113266 277 50 42.3547 2.05372
r1-c6 immature+mature 25 0.00662075 0.00724687 -0.000626119 277 50 42.3547 1.27704
r1-c6 immature+mature 26 0.00427013 0.00518978 -0.000919655 277 50 42.3547 0.871908
r1-c6 immature+mature 27 0.0114041 0.0036873 0.00771681 277 50 42.3547 2.58502
r1-c6 immature+mature 28 0.0058201 0.00260234 0.00321776 277 50 42.3547 1.36959
r1-c6 immature+mature 29 0.001047 0.00182632 -0.00077932 277 50 42.3547 0.255605
r1-c6 immature+mature 30 0.0135494 0.00257138 0.0109781 277 50 42.3547 3.30666
r2-c4 immature+mature 1 0 0.00158049 -0.00158049 698 50 46.6578 0
r2-c4 immature+mature 2 0 0.00681998 -0.00681998 698 50 46.6578 0
r2-c4 immature+mature 3 0 0.00917341 -0.00917341 698 50 46.6578 0
r2-c4 immature+mature 4 0 0.0122896 -0.0122896 698 50 46.6578 0
r2-c4 immature+mature 5 0.00549 0.0164033 -0.0109133 698 50 46.6578 0.953203
r2-c4 immature+mature 6 0.00599 0.0216098 -0.0156198 698 50 46.6578 0.967234
r2-c4 immature+mature 7 0.05927 0.0280872 0.0311828 698 50 46.6578 11.3843
r2-c4 immature+mature 8 0.05947 0.0359506 0.0235194 698 50 46.6578 10.7439
r2-c4 immature+mature 9 0.05622 0.0451071 0.0111129 698 50 46.6578 9.46748
r2-c4 immature+mature 10 0.05955 0.0551064 0.00444362 698 50 46.6578 9.57397
r2-c4 immature+mature 11 0.10501 0.065023 0.039987 698 50 46.6578 18.0075
r2-c4 immature+mature 12 0.15546 0.0734995 0.0819605 698 50 46.6578 27.9751
r2-c4 immature+mature 13 0.09241 0.0790673 0.0133427 698 50 46.6578 14.5985
r2-c4 immature+mature 14 0.12882 0.0806798 0.0481402 698 50 46.6578 21.7287
r2-c4 immature+mature 15 0.08776 0.0781444 0.00961563 698 50 46.6578 13.7598
r2-c4 immature+mature 16 0.06525 0.0721473 -0.00689732 698 50 46.6578 9.85175
r2-c4 immature+mature 17 0.03939 0.0638898 -0.0244998 698 50 46.6578 5.604
r2-c4 immature+mature 18 0.02317 0.0546285 -0.0314585 698 50 46.6578 3.17921
r2-c4 immature+mature 19 0.02077 0.0453728 -0.0246028 698 50 46.6578 2.98445
r2-c4 immature+mature 20 0.0039 0.0367878 -0.0328878 698 50 46.6578 0.521002
r2-c4 immature+mature 21 0.00845 0.0292288 -0.0207788 698 50 46.6578 1.27351
r2-c4 immature+mature 22 0.00571 0.0228238 -0.0171138 698 50 46.6578 0.905194
r2-c4 immature+mature 23 0.00174 0.0175556 -0.0158156 698 50 46.6578 0.286535
r2-c4 immature+mature 24 0.00357 0.0133252 -0.00975518 698 50 46.6578 0.644265
r2-c4 immature+mature 25 0.00254 0.00999527 -0.00745527 698 50 46.6578 0.488345
r2-c4 immature+mature 26 0.00065 0.00741861 -0.00676861 698 50 46.6578 0.131959
r2-c4 immature+mature 27 0.00309 0.00545419 -0.00236419 698 50 46.6578 0.684118
r2-c4 immature+mature 28 0.00083 0.00397596 -0.00314596 698 50 46.6578 0.192915
r2-c4 immature+mature 29 0.0001 0.00287632 -0.00277632 698 50 46.6578 0.0246253
r2-c4 immature+mature 30 0.0054 0.00597838 -0.000578382 698 50 46.6578 1.19118
r2-c5 immature+mature 1 0 0.00157152 -0.00157152 572 50 45.9807 0
r2-c5 immature+mature 2 0 0.00722442 -0.00722442 572 50 45.9807 0
r2-c5 immature+mature 3 0 0.00974097 -0.00974097 572 50 45.9807 0
r2-c5 immature+mature 4 0 0.0130506 -0.0130506 572 50 45.9807 0
r2-c5 immature+mature 5 0.00238 0.0174197 -0.0150397 572 50 45.9807 0.389418
r2-c5 immature+mature 6 0.00416 0.022796 -0.018636 572 50 45.9807 0.640456
r2-c5 immature+mature 7 0.03908 0.0294894 0.00959063 572 50 45.9807 6.846
r2-c5 immature+mature 8 0.0495 0.0376135 0.0118865 572 50 45.9807 8.42873
r2-c5 immature+mature 9 0.03455 0.0470509 -0.0125009 572 50 45.9807 5.2046
r2-c5 immature+mature 10 0.03461 0.0572997 -0.0226897 572 50 45.9807 4.90149
r2-c5 immature+mature 11 0.05952 0.0673584 -0.00783843 572 50 45.9807 8.85426
r2-c5 immature+mature 12 0.06865 0.0757858 -0.00713582 572 50 45.9807 10.1353
r2-c5 immature+mature 13 0.0666 0.0810537 -0.0144537 572 50 45.9807 9.56509
r2-c5 immature+mature 14 0.09767 0.0821147 0.0155553 572 50 45.9807 15.1689
r2-c5 immature+mature 15 0.09564 0.0788465 0.0167935 572 50 45.9807 14.9649
r2-c5 immature+mature 16 0.09451 0.0720533 0.0224567 572 50 45.9807 15.1421
r2-c5 immature+mature 17 0.08282 0.0630581 0.0197619 572 50 45.9807 13.4177
r2-c5 immature+mature 18 0.065 0.0532074 0.0117926 572 50 45.9807 10.5453
r2-c5 immature+mature 19 0.05347 0.0435539 0.00991606 572 50 45.9807 8.86019
r2-c5 immature+mature 20 0.02048 0.0347648 -0.0142848 572 50 45.9807 3.13972
r2-c5 immature+mature 21 0.02688 0.0271694 -0.000289385 572 50 45.9807 4.57335
r2-c5 immature+mature 22 0.02673 0.020856 0.00587397 572 50 45.9807 4.86962
r2-c5 immature+mature 23 0.00894 0.0157648 -0.00682476 572 50 45.9807 1.58569
r2-c5 immature+mature 24 0.01431 0.0117579 0.0025521 572 50 45.9807 2.81971
r2-c5 immature+mature 25 0.00831 0.00866748 -0.000357478 572 50 45.9807 1.69593
r2-c5 immature+mature 26 0.00767 0.00632417 0.00134583 572 50 45.9807 1.67017
r2-c5 immature+mature 27 0.01263 0.00457307 0.00805693 572 50 45.9807 3.0139
r2-c5 immature+mature 28 0.00667 0.00328087 0.00338913 572 50 45.9807 1.64488
r2-c5 immature+mature 29 0.00237 0.00233762 3.23771e-05 572 50 45.9807 0.606616
r2-c5 immature+mature 30 0.01676 0.00421547 0.0125445 572 50 45.9807 4.13547
r2-c6 immature+mature 1 0 0.00161684 -0.00161684 570 50 45.9677 0
r2-c6 immature+mature 2 0 0.00699121 -0.00699121 570 50 45.9677 0
r2-c6 immature+mature 3 0 0.00942039 -0.00942039 570 50 45.9677 0
r2-c6 immature+mature 4 0 0.0126206 -0.0126206 570 50 45.9677 0
r2-c6 immature+mature 5 0.0271784 0.0168451 0.0103334 570 50 45.9677 5.22638
r2-c6 immature+mature 6 0.00985257 0.0221699 -0.0123173 570 50 45.9677 1.60366
r2-c6 immature+mature 7 0.024362 0.0287606 -0.00439868 570 50 45.9677 4.02932
r2-c6 immature+mature 8 0.0170615 0.0367446 -0.019683 570 50 45.9677 2.5156
r2-c6 immature+mature 9 0.0178444 0.0460269 -0.0281824 570 50 45.9677 2.46006
r2-c6 immature+mature 10 0.0133401 0.0561404 -0.0428003 570 50 45.9677 1.65515
r2-c6 immature+mature 11 0.0377326 0.0661285 -0.0283959 570 50 45.9677 5.17368
r2-c6 immature+mature 12 0.0473716 0.0745955 -0.0272239 570 50 45.9677 6.51535
r2-c6 immature+mature 13 0.0516218 0.0800426 -0.0284209 570 50 45.9677 7.05563
r2-c6 immature+mature 14 0.0941027 0.0814178 0.0126849 570 50 45.9677 14.5296
r2-c6 immature+mature 15 0.0943366 0.0785557 0.0157809 570 50 45.9677 14.7287
r2-c6 immature+mature 16 0.103122 0.0721936 0.030928 570 50 45.9677 16.8099
r2-c6 immature+mature 17 0.0909507 0.0635874 0.0273632 570 50 45.9677 14.9734
r2-c6 immature+mature 18 0.0821556 0.0540365 0.028119 570 50 45.9677 13.8673
r2-c6 immature+mature 19 0.0667006 0.044573 0.0221276 570 50 45.9677 11.4128
r2-c6 immature+mature 20 0.0299339 0.0358665 -0.00593255 570 50 45.9677 4.78058
r2-c6 immature+mature 21 0.0388307 0.028264 0.0105667 570 50 45.9677 6.86957
r2-c6 immature+mature 22 0.0369802 0.0218786 0.0151016 570 50 45.9677 6.93215
r2-c6 immature+mature 23 0.0145297 0.0166751 -0.00214538 570 50 45.9677 2.63218
r2-c6 immature+mature 24 0.0214235 0.0125374 0.00888612 570 50 45.9677 4.30608
r2-c6 immature+mature 25 0.0159126 0.0093136 0.00659896 570 50 45.9677 3.33168
r2-c6 immature+mature 26 0.0123233 0.00684531 0.00547802 570 50 45.9677 2.70709
r2-c6 immature+mature 27 0.018912 0.00498372 0.0139283 570 50 45.9677 4.55932
r2-c6 immature+mature 28 0.0105643 0.00359803 0.00696628 570 50 45.9677 2.61154
r2-c6 immature+mature 29 0.00479919 0.00257839 0.0022208 570 50 45.9677 1.22389
r2-c6 immature+mature 30 0.018058 0.00499223 0.0130657 570 50 45.9677 4.33716
r3-c5 immature+mature 1 0 0.00241163 -0.00241163 761 50 46.9174 0
r3-c5 immature+mature 2 0 0.00571528 -0.00571528 761 50 46.9174 0
r3-c5 immature+mature 3 0 0.00760995 -0.00760995 761 50 46.9174 0
r3-c5 immature+mature 4 0 0.0101934 -0.0101934 761 50 46.9174 0
r3-c5 immature+mature 5 0.00242 0.013604 -0.011184 761 50 46.9174 0.432447
r3-c5 immature+mature 6 0.00078 0.0183585 -0.0175785 761 50 46.9174 0.126256
r3-c5 immature+mature 7 0.00793 0.0242591 -0.0163291 761 50 46.9174 1.26617
r3-c5 immature+mature 8 0.01768 0.0314279 -0.0137479 761 50 46.9174 2.80776
r3-c5 immature+mature 9 0.01668 0.0398424 -0.0231624 761 50 46.9174 2.44619
r3-c5 immature+mature 10 0.01559 0.0491946 -0.0336046 761 50 46.9174 2.11422
r3-c5 immature+mature 11 0.03645 0.0587645 -0.0223145 761 50 46.9174 5.28983
r3-c5 immature+mature 12 0.0501 0.0674154 -0.0173154 761 50 46.9174 7.37906
r3-c5 immature+mature 13 0.05523 0.0738267 -0.0185967 761 50 46.9174 8.05588
r3-c5 immature+mature 14 0.09756 0.0769385 0.0206215 761 50 46.9174 15.8224
r3-c5 immature+mature 15 0.0959 0.0763602 0.0195398 761 50 46.9174 15.5305
r3-c5 immature+mature 16 0.11383 0.0724641 0.0413659 761 50 46.9174 19.3962
r3-c5 immature+mature 17 0.09987 0.0661369 0.0337331 761 50 46.9174 16.9866
r3-c5 immature+mature 18 0.0824 0.0584092 0.0239908 761 50 46.9174 13.9587
r3-c5 immature+mature 19 0.07415 0.0501838 0.0239662 761 50 46.9174 12.8337
r3-c5 immature+mature 20 0.03107 0.0421241 -0.0110541 761 50 46.9174 4.8722
r3-c5 immature+mature 21 0.03686 0.0346542 0.0022058 761 50 46.9174 6.27316
r3-c5 immature+mature 22 0.03884 0.0280058 0.0108342 761 50 46.9174 7.05078
r3-c5 immature+mature 23 0.01775 0.0222724 -0.0045224 761 50 46.9174 3.1069
r3-c5 immature+mature 24 0.02136 0.017455 0.00390502 761 50 46.9174 4.05777
r3-c5 immature+mature 25 0.01577 0.0134964 0.00227356 761 50 46.9174 3.09859
r3-c5 immature+mature 26 0.0123 0.0103069 0.00199306 761 50 46.9174 2.52487
r3-c5 immature+mature 27 0.01998 0.00778184 0.0121982 761 50 46.9174 4.52684
r3-c5 immature+mature 28 0.01241 0.00581415 0.00659585 761 50 46.9174 2.88239
r3-c5 immature+mature 29 0.00482 0.00430261 0.000517393 761 50 46.9174 1.13964
r3-c5 immature+mature 30 0.02107 0.0106705 0.0103995 761 50 46.9174 4.48349
r3-c6 immature+mature 1 0 0.00280691 -0.00280691 682 50 46.5847 0
r3-c6 immature+mature 2 0 0.00551435 -0.00551435 682 50 46.5847 0
r3-c6 immature+mature 3 0 0.00733779 -0.00733779 682 50 46.5847 0
r3-c6 immature+mature 4 0 0.00982957 -0.00982957 682 50 46.5847 0
r3-c6 immature+mature 5 0.00389 0.0131198 -0.00922982 682 50 46.5847 0.705598
r3-c6 immature+mature 6 0.00102 0.0177508 -0.0167308 682 50 46.5847 0.165942
r3-c6 immature+mature 7 0.00662 0.023525 -0.016905 682 50 46.5847 1.04682
r3-c6 immature+mature 8 0.01126 0.0305568 -0.0192968 682 50 46.5847 1.71009
r3-c6 immature+mature 9 0.01292 0.038831 -0.025911 682 50 46.5847 1.84286
r3-c6 immature+mature 10 0.01176 0.0480641 -0.0363041 682 50 46.5847 1.54482
r3-c6 immature+mature 11 0.02867 0.0575748 -0.0289048 682 50 46.5847 3.98853
r3-c6 immature+mature 12 0.04517 0.0662688 -0.0210988 682 50 46.5847 6.50241
r3-c6 immature+mature 13 0.05549 0.0728522 -0.0173622 682 50 46.5847 8.06682
r3-c6 immature+mature 14 0.10149 0.0762577 0.0252323 682 50 46.5847 16.4979
r3-c6 immature+mature 15 0.09427 0.076052 0.018218 682 50 46.5847 15.0983
r3-c6 immature+mature 16 0.12162 0.072546 0.049074 682 50 46.5847 20.8258
r3-c6 immature+mature 17 0.10746 0.0665691 0.0408909 682 50 46.5847 18.3615
r3-c6 immature+mature 18 0.08593 0.059114 0.026816 682 50 46.5847 14.5043
r3-c6 immature+mature 19 0.06713 0.0510682 0.0160618 682 50 46.5847 11.2561
r3-c6 immature+mature 20 0.0356 0.0430976 -0.00749761 682 50 46.5847 5.61661
r3-c6 immature+mature 21 0.03776 0.0356398 0.0021202 682 50 46.5847 6.34778
r3-c6 immature+mature 22 0.04022 0.0289453 0.0112747 682 50 46.5847 7.21682
r3-c6 immature+mature 23 0.01686 0.0231269 -0.00626693 682 50 46.5847 2.88332
r3-c6 immature+mature 24 0.02284 0.0182032 0.00463684 682 50 46.5847 4.29089
r3-c6 immature+mature 25 0.01494 0.0141308 0.000809159 682 50 46.5847 2.86779
r3-c6 immature+mature 26 0.01403 0.0108303 0.00319974 682 50 46.5847 2.85311
r3-c6 immature+mature 27 0.02072 0.00820333 0.0125167 682 50 46.5847 4.62193
r3-c6 immature+mature 28 0.01188 0.00614657 0.00573343 682 50 46.5847 2.70045
r3-c6 immature+mature 29 0.00758 0.00455998 0.00302002 682 50 46.5847 1.78784
r3-c6 immature+mature 30 0.02108 0.0114774 0.00960259 682 50 46.5847 4.37948
r4-c6 immature+mature 1 0 0.00493409 -0.00493409 259 50 41.9094 0
r4-c6 immature+mature 2 0 0.00266437 -0.00266437 259 50 41.9094 0
r4-c6 immature+mature 3 0 0.00349808 -0.00349808 259 50 41.9094 0
r4-c6 immature+mature 4 0 0.00468564 -0.00468564 259 50 41.9094 0
r4-c6 immature+mature 5 0 0.0062541 -0.0062541 259 50 41.9094 0
r4-c6 immature+mature 6 0 0.00904621 -0.00904621 259 50 41.9094 0
r4-c6 immature+mature 7 0 0.0128528 -0.0128528 259 50 41.9094 0
r4-c6 immature+mature 8 0 0.0178072 -0.0178072 259 50 41.9094 0
r4-c6 immature+mature 9 8e-05 0.0240062 -0.0239262 259 50 41.9094 0.0105779
r4-c6 immature+mature 10 0.003 0.0314304 -0.0284304 259 50 41.9094 0.374711
r4-c6 immature+mature 11 0.00792 0.0398291 -0.0319091 259 50 41.9094 0.956834
r4-c6 immature+mature 12 0.01012 0.0486234 -0.0385034 259 50 41.9094 1.1616
r4-c6 immature+mature 13 0.02728 0.0569259 -0.0296459 259 50 41.9094 3.34368
r4-c6 immature+mature 14 0.04444 0.0637407 -0.0193007 259 50 41.9094 5.69723
r4-c6 immature+mature 15 0.07191 0.0682715 0.00363845 259 50 41.9094 9.89857
r4-c6 immature+mature 16 0.08885 0.0701488 0.0187012 259 50 41.9094 12.6647
r4-c6 immature+mature 17 0.0984 0.0694513 0.0289487 259 50 41.9094 14.3653
r4-c6 immature+mature 18 0.11769 0.0665678 0.0511222 259 50 41.9094 18.0367
r4-c6 immature+mature 19 0.10799 0.0620253 0.0459647 259 50 41.9094 16.5821
r4-c6 immature+mature 20 0.04368 0.0563656 -0.0126856 259 50 41.9094 5.80725
r4-c6 immature+mature 21 0.07524 0.0500801 0.0251599 259 50 41.9094 11.4288
r4-c6 immature+mature 22 0.06321 0.0435844 0.0196256 259 50 41.9094 9.66881
r4-c6 immature+mature 23 0.03221 0.0372097 -0.00499974 259 50 41.9094 4.62758
r4-c6 immature+mature 24 0.03085 0.0312027 -0.000352724 259 50 41.9094 4.63277
r4-c6 immature+mature 25 0.02783 0.0257302 0.00209979 259 50 41.9094 4.34785
r4-c6 immature+mature 26 0.02828 0.0208876 0.00739238 259 50 41.9094 4.67401
r4-c6 immature+mature 27 0.03885 0.0167107 0.0221393 259 50 41.9094 7.04079
r4-c6 immature+mature 28 0.02578 0.0131891 0.0125909 259 50 41.9094 4.71252
r4-c6 immature+mature 29 0.01488 0.01028 0.00460002 259 50 41.9094 2.74524
r4-c6 immature+mature 30 0.0384 0.0319968 0.00640318 259 50 41.9094 5.9039
r5-c5 immature+mature 1 0 0.00434491 -0.00434491 49 50 24.7475 0
r5-c5 immature+mature 2 0 0.000472997 -0.000472997 49 50 24.7475 0
r5-c5 immature+mature 3 0 0.000614342 -0.000614342 49 50 24.7475 0
r5-c5 immature+mature 4 0 0.000822917 -0.000822917 49 50 24.7475 0
r5-c5 immature+mature 5 0.00376 0.00109846 0.00266154 49 50 24.7475 0.587139
r5-c5 immature+mature 6 0 0.00184286 -0.00184286 49 50 24.7475 0
r5-c5 immature+mature 7 0.00376 0.00320314 0.00055686 49 50 24.7475 0.487554
