SPM (Spatial Population Model)
Call: spm -p -q -g 0 -o profile.dat 
Date: Sun Aug 19 08:57:15 2018
v1.1-2018-05-31 (rev. 1291). Copyright (c) 2008-2018, NIWA
User name: Admin
Machine name: DELL9070 (Windows_NT, PID=7804)

[mature-2002]
report.type: observation
observation.label: mature-2002
observation.year: 2002
observation.time_step: one
observation.min_age: 1
observation.max_age: 30
observation.age_plus_group: true
area age observed expected residual errorvalue processerror totalerror score
r3-c4 immature+mature 5 0.01382 0.0212314 -0.00741141 64 50 28.0702 1.37561
r3-c4 immature+mature 6 0.02764 0.0289725 -0.00133246 64 50 28.0702 2.66989
r3-c4 immature+mature 7 0 0.0396467 -0.0396467 64 50 28.0702 0
r3-c4 immature+mature 8 0.02749 0.0530658 -0.0255758 64 50 28.0702 2.18687
r3-c4 immature+mature 9 0.00635 0.0682703 -0.0619203 64 50 28.0702 0.399677
r3-c4 immature+mature 10 0.01538 0.0829229 -0.0675429 64 50 28.0702 0.953864
r3-c4 immature+mature 11 0.05081 0.0936038 -0.0427938 64 50 28.0702 3.6125
r3-c4 immature+mature 12 0.02744 0.0969455 -0.0695055 64 50 28.0702 1.71822
r3-c4 immature+mature 13 0.04312 0.0917621 -0.0486421 64 50 28.0702 2.99371
r3-c4 immature+mature 14 0.05972 0.0800009 -0.0202809 64 50 28.0702 4.65009
r3-c4 immature+mature 15 0.11957 0.0653481 0.0542219 64 50 28.0702 11.413
r3-c4 immature+mature 16 0.12042 0.0510518 0.0693682 64 50 28.0702 12.345
r3-c4 immature+mature 17 0.09912 0.0388793 0.0602407 64 50 28.0702 10.5602
r3-c4 immature+mature 18 0.10808 0.0293242 0.0787558 64 50 28.0702 12.5418
r3-c4 immature+mature 19 0.09172 0.0221857 0.0695343 64 50 28.0702 11.089
r3-c4 immature+mature 20 0.04714 0.0170032 0.0301368 64 50 28.0702 5.55957
r3-c4 immature+mature 21 0.03976 0.0132857 0.0264743 64 50 28.0702 4.87593
r3-c4 immature+mature 22 0.02032 0.0106107 0.00970933 64 50 28.0702 2.47697
r3-c4 immature+mature 23 0.02939 0.00865534 0.0207347 64 50 28.0702 3.85458
r3-c4 immature+mature 24 0.00879 0.00719091 0.00159909 64 50 28.0702 1.12011
r3-c4 immature+mature 25 0.00381 0.00606314 -0.00225314 64 50 28.0702 0.493241
r3-c4 immature+mature 26 0.00374 0.00517057 -0.00143057 64 50 28.0702 0.500743
r3-c4 immature+mature 27 0.00945 0.00444679 0.00500321 64 50 28.0702 1.33495
r3-c4 immature+mature 28 0.00291 0.0038479 -0.000937904 64 50 28.0702 0.412314
r3-c4 immature+mature 29 0.00164 0.00334434 -0.00170434 64 50 28.0702 0.237555
r3-c4 immature+mature 30 0.02239 0.0233265 -0.000936456 64 50 28.0702 2.25332
r3-c5 immature+mature 1 0 0.00239066 -0.00239066 948 50 47.495 0
r3-c5 immature+mature 2 0 0.00934518 -0.00934518 948 50 47.495 0
r3-c5 immature+mature 3 0 0.0134805 -0.0134805 948 50 47.495 0
r3-c5 immature+mature 4 0.00186 0.0195237 -0.0176637 948 50 47.495 0.302886
r3-c5 immature+mature 5 0.01346 0.0280214 -0.0145614 948 50 47.495 2.17831
r3-c5 immature+mature 6 0.01006 0.0379852 -0.0279252 948 50 47.495 1.44131
r3-c5 immature+mature 7 0.02496 0.0512696 -0.0263096 948 50 47.495 3.61074
r3-c5 immature+mature 8 0.03261 0.0671431 -0.0345331 948 50 47.495 4.50281
r3-c5 immature+mature 9 0.04306 0.0835908 -0.0405308 948 50 47.495 5.81086
r3-c5 immature+mature 10 0.03548 0.096858 -0.061378 948 50 47.495 4.35695
r3-c5 immature+mature 11 0.049 0.102676 -0.0536759 948 50 47.495 6.31268
r3-c5 immature+mature 12 0.04325 0.0985526 -0.0553026 948 50 47.495 5.50352
r3-c5 immature+mature 13 0.04398 0.0859317 -0.0419517 948 50 47.495 5.90307
r3-c5 immature+mature 14 0.06727 0.0692809 -0.00201092 948 50 47.495 10.5713
r3-c5 immature+mature 15 0.09874 0.0529809 0.0457591 948 50 47.495 18.0443
r3-c5 immature+mature 16 0.09008 0.0393861 0.0506939 948 50 47.495 17.4433
r3-c5 immature+mature 17 0.09471 0.0290011 0.0657089 948 50 47.495 19.8807
r3-c5 immature+mature 18 0.07576 0.0214277 0.0543323 948 50 47.495 16.4196
r3-c5 immature+mature 19 0.06747 0.0160354 0.0514346 948 50 47.495 15.2984
r3-c5 immature+mature 20 0.03814 0.012237 0.025903 948 50 47.495 8.50275
r3-c5 immature+mature 21 0.03593 0.00956091 0.0263691 948 50 47.495 8.37533
r3-c5 immature+mature 22 0.0253 0.00765446 0.0176455 948 50 47.495 5.9527
r3-c5 immature+mature 23 0.02471 0.00626701 0.018443 948 50 47.495 6.03582
r3-c5 immature+mature 24 0.0246 0.0052283 0.0193717 948 50 47.495 6.21829
r3-c5 immature+mature 25 0.01071 0.00442644 0.00628356 948 50 47.495 2.63665
r3-c5 immature+mature 26 0.0105 0.00378907 0.00671093 948 50 47.495 2.65973
r3-c5 immature+mature 27 0.01027 0.00326947 0.00700053 948 50 47.495 2.67043
r3-c5 immature+mature 28 0.00648 0.00283711 0.00364289 948 50 47.495 1.69559
r3-c5 immature+mature 29 0.00335 0.00247159 0.000878409 948 50 47.495 0.882632
r3-c5 immature+mature 30 0.01745 0.0173782 7.18442e-05 948 50 47.495 3.29612
r3-c6 immature+mature 1 0 0.00301215 -0.00301215 710 50 46.7105 0
r3-c6 immature+mature 2 0 0.00726001 -0.00726001 710 50 46.7105 0
r3-c6 immature+mature 3 0 0.0104331 -0.0104331 710 50 46.7105 0
r3-c6 immature+mature 4 0.00183 0.0151101 -0.0132801 710 50 46.7105 0.314799
r3-c6 immature+mature 5 0.01311 0.0216866 -0.00857662 710 50 46.7105 2.23508
r3-c6 immature+mature 6 0.00956 0.0310634 -0.0215034 710 50 46.7105 1.42893
r3-c6 immature+mature 7 0.01126 0.0419925 -0.0307325 710 50 46.7105 1.54791
r3-c6 immature+mature 8 0.01298 0.0556122 -0.0426322 710 50 46.7105 1.64004
r3-c6 immature+mature 9 0.01325 0.0704191 -0.0571691 710 50 46.7105 1.53211
r3-c6 immature+mature 10 0.0167 0.0833903 -0.0666903 710 50 46.7105 1.86124
r3-c6 immature+mature 11 0.03126 0.090831 -0.059571 710 50 46.7105 3.75966
r3-c6 immature+mature 12 0.03293 0.0901434 -0.0572134 710 50 46.7105 4.01328
r3-c6 immature+mature 13 0.03802 0.0818497 -0.0438297 710 50 46.7105 4.94153
r3-c6 immature+mature 14 0.06339 0.0692463 -0.00585635 710 50 46.7105 9.64903
r3-c6 immature+mature 15 0.10378 0.0559877 0.0477923 710 50 46.7105 18.5035
r3-c6 immature+mature 16 0.10138 0.0443062 0.0570738 710 50 46.7105 19.1015
r3-c6 immature+mature 17 0.11616 0.0349213 0.0812387 710 50 46.7105 23.7322
r3-c6 immature+mature 18 0.09147 0.0277249 0.0637451 710 50 46.7105 18.9158
r3-c6 immature+mature 19 0.08414 0.022331 0.061809 710 50 46.7105 18.0154
r3-c6 immature+mature 20 0.04678 0.0183241 0.0284559 710 50 46.7105 9.61005
r3-c6 immature+mature 21 0.04428 0.0153388 0.0289412 710 50 46.7105 9.39735
r3-c6 immature+mature 22 0.03158 0.0130795 0.0185005 710 50 46.7105 6.6645
r3-c6 immature+mature 23 0.03195 0.0113222 0.0206278 710 50 46.7105 6.96679
r3-c6 immature+mature 24 0.02962 0.00990816 0.0197118 710 50 46.7105 6.59052
r3-c6 immature+mature 25 0.01479 0.00873154 0.00605846 710 50 46.7105 3.1775
r3-c6 immature+mature 26 0.01242 0.00772481 0.00469519 710 50 46.7105 2.7065
r3-c6 immature+mature 27 0.01225 0.00684607 0.00540393 710 50 46.7105 2.73615
r3-c6 immature+mature 28 0.00881 0.00606939 0.00274061 710 50 46.7105 1.98035
r3-c6 immature+mature 29 0.00369 0.00537824 -0.00168824 710 50 46.7105 0.823762
r3-c6 immature+mature 30 0.02184 0.0399564 -0.0181164 710 50 46.7105 3.29353
r4-c6 immature+mature 1 0 0.0051468 -0.0051468 254 50 41.7763 0
r4-c6 immature+mature 2 0 0.00286344 -0.00286344 254 50 41.7763 0
r4-c6 immature+mature 3 0 0.00404798 -0.00404798 254 50 41.7763 0
r4-c6 immature+mature 4 0 0.00586209 -0.00586209 254 50 41.7763 0
r4-c6 immature+mature 5 0 0.00841356 -0.00841356 254 50 41.7763 0
r4-c6 immature+mature 6 0 0.0151423 -0.0151423 254 50 41.7763 0
r4-c6 immature+mature 7 0 0.021787 -0.021787 254 50 41.7763 0
r4-c6 immature+mature 8 0 0.030698 -0.030698 254 50 41.7763 0
r4-c6 immature+mature 9 0 0.0418214 -0.0418214 254 50 41.7763 0
r4-c6 immature+mature 10 0.00072 0.0538428 -0.0531228 254 50 41.7763 0.0712527
r4-c6 immature+mature 11 0.00527 0.0644132 -0.0591432 254 50 41.7763 0.512832
r4-c6 immature+mature 12 0.01087 0.0708487 -0.0599787 254 50 41.7763 1.08066
r4-c6 immature+mature 13 0.01247 0.0717958 -0.0593258 254 50 41.7763 1.25233
r4-c6 immature+mature 14 0.04127 0.0680352 -0.0267652 254 50 41.7763 5.0881
r4-c6 immature+mature 15 0.05813 0.0615793 -0.00344926 254 50 41.7763 7.89206
r4-c6 immature+mature 16 0.08529 0.0543099 0.0309801 254 50 41.7763 12.9214
r4-c6 immature+mature 17 0.11214 0.0473529 0.0647871 254 50 41.7763 18.5481
r4-c6 immature+mature 18 0.11253 0.0411997 0.0713303 254 50 41.7763 19.2791
r4-c6 immature+mature 19 0.09545 0.0359847 0.0594653 254 50 41.7763 16.4166
r4-c6 immature+mature 20 0.05726 0.0316647 0.0255953 254 50 41.7763 9.34279
r4-c6 immature+mature 21 0.06877 0.0281089 0.0406611 254 50 41.7763 11.8957
r4-c6 immature+mature 22 0.04927 0.0251518 0.0241182 254 50 41.7763 8.32806
r4-c6 immature+mature 23 0.05292 0.0226338 0.0302862 254 50 41.7763 9.27142
r4-c6 immature+mature 24 0.06503 0.0204268 0.0446032 254 50 41.7763 12.0181
r4-c6 immature+mature 25 0.0343 0.0184424 0.0158576 254 50 41.7763 5.96047
r4-c6 immature+mature 26 0.03235 0.0166277 0.0157223 254 50 41.7763 5.72231
r4-c6 immature+mature 27 0.03381 0.0149547 0.0188553 254 50 41.7763 6.16121
r4-c6 immature+mature 28 0.0163 0.0134103 0.00288965 254 50 41.7763 2.83645
r4-c6 immature+mature 29 0.01041 0.0119888 -0.00157879 254 50 41.7763 1.80273
r4-c6 immature+mature 30 0.04543 0.0914456 -0.0460156 254 50 41.7763 5.14081
r5-c4 immature+mature 1 0 0.00750396 -0.00750396 346 50 43.6869 0
r5-c4 immature+mature 2 0 0.000474751 -0.000474751 346 50 43.6869 0
r5-c4 immature+mature 3 0 0.000664535 -0.000664535 346 50 43.6869 0
r5-c4 immature+mature 4 0.00046 0.000962321 -0.000502321 346 50 43.6869 0.128319
r5-c4 immature+mature 5 0.00353 0.00138118 0.00214882 346 50 43.6869 0.944687
r5-c4 immature+mature 6 0.00712 0.00594915 0.00117085 346 50 43.6869 1.484
r5-c4 immature+mature 7 0.00584 0.0104196 -0.0045796 346 50 43.6869 1.06501
r5-c4 immature+mature 8 0.0114 0.0167121 -0.00531215 346 50 43.6869 1.9169
r5-c4 immature+mature 9 0.01188 0.0255584 -0.0136784 346 50 43.6869 1.78314
r5-c4 immature+mature 10 0.01549 0.0366897 -0.0211997 346 50 43.6869 2.13625
r5-c4 immature+mature 11 0.0169 0.0486396 -0.0317396 346 50 43.6869 2.1449
r5-c4 immature+mature 12 0.02744 0.0588468 -0.0314068 346 50 43.6869 3.49217
r5-c4 immature+mature 13 0.02659 0.0650139 -0.0384239 346 50 43.6869 3.25141
r5-c4 immature+mature 14 0.04633 0.0664693 -0.0201393 346 50 43.6869 6.20255
r5-c4 immature+mature 15 0.0732 0.064166 0.009034 346 50 43.6869 10.8281
r5-c4 immature+mature 16 0.09099 0.0596723 0.0313177 346 50 43.6869 14.3458
r5-c4 immature+mature 17 0.11034 0.0542957 0.0560443 346 50 43.6869 18.5274
r5-c4 immature+mature 18 0.11366 0.0488677 0.0647923 346 50 43.6869 19.7175
r5-c4 immature+mature 19 0.08565 0.0438355 0.0418145 346 50 43.6869 14.4984
r5-c4 immature+mature 20 0.05977 0.0393847 0.0203853 346 50 43.6869 9.77111
r5-c4 immature+mature 21 0.05461 0.0355302 0.0190798 346 50 43.6869 9.03921
r5-c4 immature+mature 22 0.03418 0.0321885 0.00199147 346 50 43.6869 5.41084
r5-c4 immature+mature 23 0.03805 0.0292413 0.00880872 346 50 43.6869 6.27657
r5-c4 immature+mature 24 0.04122 0.0265806 0.0146394 346 50 43.6869 7.04979
r5-c4 immature+mature 25 0.02524 0.0241301 0.00110989 346 50 43.6869 4.15335
r5-c4 immature+mature 26 0.01835 0.0218466 -0.00349659 346 50 43.6869 2.99468
r5-c4 immature+mature 27 0.02523 0.019711 0.00551899 346 50 43.6869 4.37447
r5-c4 immature+mature 28 0.01108 0.0177183 -0.00663834 346 50 43.6869 1.83101
r5-c4 immature+mature 29 0.00654 0.0158695 -0.00932947 346 50 43.6869 1.07817
r5-c4 immature+mature 30 0.03891 0.121677 -0.0827666 346 50 43.6869 4.01526
r5-c5 immature+mature 1 0 0.00665644 -0.00665644 387 50 44.2792 0
r5-c5 immature+mature 2 0 0.000500586 -0.000500586 387 50 44.2792 0
r5-c5 immature+mature 3 0 0.00069964 -0.00069964 387 50 44.2792 0
r5-c5 immature+mature 4 0.00078 0.00101315 -0.000233147 387 50 44.2792 0.219156
r5-c5 immature+mature 5 0.00552 0.00145412 0.00406588 387 50 44.2792 1.4999
r5-c5 immature+mature 6 0.0043 0.0059741 -0.0016741 387 50 44.2792 0.892371
r5-c5 immature+mature 7 0.00556 0.0105618 -0.00500183 387 50 44.2792 1.0229
r5-c5 immature+mature 8 0.00763 0.0169768 -0.00934676 387 50 44.2792 1.26327
r5-c5 immature+mature 9 0.00237 0.0259451 -0.0235751 387 50 44.2792 0.331274
r5-c5 immature+mature 10 0.00256 0.0371753 -0.0346153 387 50 44.2792 0.317772
r5-c5 immature+mature 11 0.00714 0.0491603 -0.0420203 387 50 44.2792 0.841705
r5-c5 immature+mature 12 0.01188 0.0593006 -0.0474206 387 50 44.2792 1.36661
r5-c5 immature+mature 13 0.01889 0.0653047 -0.0464147 387 50 44.2792 2.22215
r5-c5 immature+mature 14 0.03781 0.0665577 -0.0287477 387 50 44.2792 4.95095
r5-c5 immature+mature 15 0.07246 0.0640804 0.00837956 387 50 44.2792 10.8753
r5-c5 immature+mature 16 0.10094 0.0594772 0.0414628 387 50 44.2792 16.5226
r5-c5 immature+mature 17 0.12048 0.0540548 0.0664252 387 50 44.2792 20.9341
r5-c5 immature+mature 18 0.12156 0.0486257 0.0729343 387 50 44.2792 21.728
r5-c5 immature+mature 19 0.09483 0.0436165 0.0512135 387 50 44.2792 16.6347
r5-c5 immature+mature 20 0.05543 0.0391979 0.0162321 387 50 44.2792 9.10112
r5-c5 immature+mature 21 0.06253 0.035376 0.027154 387 50 44.2792 10.7616
r5-c5 immature+mature 22 0.04638 0.0320636 0.0143164 387 50 44.2792 7.80792
r5-c5 immature+mature 23 0.04242 0.0291411 0.0132789 387 50 44.2792 7.22485
r5-c5 immature+mature 24 0.04369 0.0265006 0.0171894 387 50 44.2792 7.65719
r5-c5 immature+mature 25 0.02592 0.0240664 0.00185358 387 50 44.2792 4.34675
r5-c5 immature+mature 26 0.02327 0.0217958 0.0014742 387 50 44.2792 3.9554
r5-c5 immature+mature 27 0.02498 0.0196704 0.00530964 387 50 44.2792 4.39385
r5-c5 immature+mature 28 0.00813 0.0176856 -0.00955563 387 50 44.2792 1.33623
r5-c5 immature+mature 29 0.0059 0.0158429 -0.00994295 387 50 44.2792 0.982123
r5-c5 immature+mature 30 0.04359 0.121525 -0.0779348 387 50 44.2792 4.69766
r5-c6 immature+mature 1 0 0.00686555 -0.00686555 239 50 41.3495 0
r5-c6 immature+mature 2 0 0.000550426 -0.000550426 239 50 41.3495 0
r5-c6 immature+mature 3 0 0.000767481 -0.000767481 239 50 41.3495 0
r5-c6 immature+mature 4 0 0.00111138 -0.00111138 239 50 41.3495 0
r5-c6 immature+mature 5 0.00038 0.00159512 -0.00121512 239 50 41.3495 0.092335
r5-c6 immature+mature 6 0 0.00591678 -0.00591678 239 50 41.3495 0
r5-c6 immature+mature 7 0 0.0106594 -0.0106594 239 50 41.3495 0
r5-c6 immature+mature 8 0 0.0171831 -0.0171831 239 50 41.3495 0
r5-c6 immature+mature 9 0 0.0262092 -0.0262092 239 50 41.3495 0
r5-c6 immature+mature 10 0.00061 0.0374425 -0.0368325 239 50 41.3495 0.0688146
r5-c6 immature+mature 11 0.00529 0.0493642 -0.0440742 239 50 41.3495 0.567513
r5-c6 immature+mature 12 0.01044 0.0593768 -0.0489368 239 50 41.3495 1.09798
r5-c6 immature+mature 13 0.01626 0.0652217 -0.0489617 239 50 41.3495 1.7342
r5-c6 immature+mature 14 0.0524 0.0663354 -0.0139354 239 50 41.3495 6.73072
r5-c6 immature+mature 15 0.09126 0.0637757 0.0274843 239 50 41.3495 13.229
r5-c6 immature+mature 16 0.11957 0.0591527 0.0604173 239 50 41.3495 18.6728
r5-c6 immature+mature 17 0.14168 0.0537566 0.0879234 239 50 41.3495 23.4414
r5-c6 immature+mature 18 0.12457 0.0483781 0.0761919 239 50 41.3495 20.6476
r5-c6 immature+mature 19 0.10524 0.0434262 0.0618138 239 50 41.3495 17.3707
r5-c6 immature+mature 20 0.04874 0.0390611 0.00967887 239 50 41.3495 7.24249
r5-c6 immature+mature 21 0.05112 0.0352846 0.0158354 239 50 41.3495 7.86982
r5-c6 immature+mature 22 0.04451 0.0320082 0.0125018 239 50 41.3495 6.88551
r5-c6 immature+mature 23 0.03702 0.0291131 0.00790693 239 50 41.3495 5.72017
r5-c6 immature+mature 24 0.04223 0.0264927 0.0157373 239 50 41.3495 6.81231
r5-c6 immature+mature 25 0.02285 0.0240728 -0.00122277 239 50 41.3495 3.49876
r5-c6 immature+mature 26 0.02172 0.0218117 -9.16753e-05 239 50 41.3495 3.3959
r5-c6 immature+mature 27 0.01527 0.0196921 -0.00442215 239 50 41.3495 2.37166
r5-c6 immature+mature 28 0.00705 0.0177106 -0.0106606 239 50 41.3495 1.06915
r5-c6 immature+mature 29 0.00467 0.0158693 -0.0111993 239 50 41.3495 0.716744
r5-c6 immature+mature 30 0.03442 0.121796 -0.0873756 239 50 41.3495 3.2287
r5-c7 immature+mature 1 0 0.00766104 -0.00766104 305 50 42.9577 0
r5-c7 immature+mature 2 0 0.000509033 -0.000509033 305 50 42.9577 0
r5-c7 immature+mature 3 0 0.000707804 -0.000707804 305 50 42.9577 0
r5-c7 immature+mature 4 0 0.00102497 -0.00102497 305 50 42.9577 0
r5-c7 immature+mature 5 0 0.00147109 -0.00147109 305 50 42.9577 0
r5-c7 immature+mature 6 0 0.00538023 -0.00538023 305 50 42.9577 0
r5-c7 immature+mature 7 0 0.0101196 -0.0101196 305 50 42.9577 0
r5-c7 immature+mature 8 0 0.0165512 -0.0165512 305 50 42.9577 0
r5-c7 immature+mature 9 0.00068 0.0253975 -0.0247175 305 50 42.9577 0.0911269
r5-c7 immature+mature 10 0.00079 0.036431 -0.035641 305 50 42.9577 0.0937526
r5-c7 immature+mature 11 0.00633 0.0482164 -0.0418864 305 50 42.9577 0.721511
r5-c7 immature+mature 12 0.01392 0.0582331 -0.0443131 305 50 42.9577 1.58737
r5-c7 immature+mature 13 0.01272 0.0642451 -0.0515251 305 50 42.9577 1.38186
r5-c7 immature+mature 14 0.04498 0.0656389 -0.0206589 305 50 42.9577 5.89416
r5-c7 immature+mature 15 0.08214 0.0633892 0.0187508 305 50 42.9577 12.2269
r5-c7 immature+mature 16 0.10578 0.0590426 0.0467374 305 50 42.9577 16.8864
r5-c7 immature+mature 17 0.12764 0.0538621 0.0737779 305 50 42.9577 21.6503
r5-c7 immature+mature 18 0.11455 0.0486371 0.0659129 305 50 42.9577 19.5304
r5-c7 immature+mature 19 0.10958 0.0437867 0.0657933 305 50 42.9577 19.0225
r5-c7 immature+mature 20 0.04959 0.0394841 0.0101059 305 50 42.9577 7.7014
r5-c7 immature+mature 21 0.06511 0.0357415 0.0293685 305 50 42.9577 10.8607
r5-c7 immature+mature 22 0.04124 0.0324789 0.00876106 305 50 42.9577 6.56447
r5-c7 immature+mature 23 0.04022 0.0295831 0.0106369 305 50 42.9577 6.53978
r5-c7 immature+mature 24 0.0503 0.0269512 0.0233488 305 50 42.9577 8.65496
r5-c7 immature+mature 25 0.02668 0.0245117 0.00216828 305 50 42.9577 4.31894
r5-c7 immature+mature 26 0.02086 0.0222256 -0.00136556 305 50 42.9577 3.37064
r5-c7 immature+mature 27 0.02579 0.0200774 0.0057126 305 50 42.9577 4.37906
r5-c7 immature+mature 28 0.00882 0.0180653 -0.00924535 305 50 42.9577 1.40268
r5-c7 immature+mature 29 0.00828 0.0161929 -0.00791287 305 50 42.9577 1.3507
r5-c7 immature+mature 30 0.04309 0.124384 -0.0812936 305 50 42.9577 4.41847
r6-c5 immature+mature 1 0 0.00354214 -0.00354214 58 50 26.8519 0
r6-c5 immature+mature 2 0 8.12736e-06 -8.12736e-06 58 50 26.8519 0
r6-c5 immature+mature 3 0 1.12691e-05 -1.12691e-05 58 50 26.8519 0
r6-c5 immature+mature 4 0.00797502 1.6366e-05 0.00795866 58 50 26.8519 2.2706
r6-c5 immature+mature 5 0.108384 2.36015e-05 0.10836 58 50 26.8519 32.6873
r6-c5 immature+mature 6 0.0561137 0.00207647 0.0540372 58 50 26.8519 9.5968
r6-c5 immature+mature 7 0.0843869 0.00488799 0.0794989 58 50 26.8519 13.0091
r6-c5 immature+mature 8 0.121099 0.00884148 0.112257 58 50 26.8519 17.4919
r6-c5 immature+mature 9 0.0403285 0.0147053 0.0256231 58 50 26.8519 4.60655
r6-c5 immature+mature 10 0.0586999 0.0229003 0.0357996 58 50 26.8519 6.29236
r6-c5 immature+mature 11 0.0621825 0.0331506 0.0290319 58 50 26.8519 6.09911
r6-c5 immature+mature 12 0.069426 0.0440994 0.0253266 58 50 26.8519 6.39035
r6-c5 immature+mature 13 0.0332396 0.0536716 -0.020432 58 50 26.8519 2.56896
r6-c5 immature+mature 14 0.0589781 0.0600802 -0.00110208 58 50 26.8519 4.79861
r6-c5 immature+mature 15 0.0479429 0.0626726 -0.0147297 58 50 26.8519 3.7124
r6-c5 immature+mature 16 0.0380926 0.0619627 -0.0238701 58 50 26.8519 2.85462
r6-c5 immature+mature 17 0.0281084 0.0590122 -0.0309039 58 50 26.8519 2.05277
r6-c5 immature+mature 18 0.0422553 0.0548893 -0.012634 58 50 26.8519 3.35581
r6-c5 immature+mature 19 0.0283556 0.0504029 -0.0220472 58 50 26.8519 2.19331
r6-c5 immature+mature 20 0.00718164 0.0460455 -0.0388638 58 50 26.8519 0.510315
r6-c5 immature+mature 21 0.0206382 0.0420371 -0.0213989 58 50 26.8519 1.63884
r6-c5 immature+mature 22 0.0101388 0.0384126 -0.0282738 58 50 26.8519 0.78431
r6-c5 immature+mature 23 0.0225753 0.0351153 -0.01254 58 50 26.8519 1.9184
r6-c5 immature+mature 24 0.00855203 0.0320682 -0.0235162 58 50 26.8519 0.696538
r6-c5 immature+mature 25 0.0132299 0.0292123 -0.0159824 58 50 26.8519 1.13932
r6-c5 immature+mature 26 0.00529608 0.0265162 -0.0212201 58 50 26.8519 0.449715
r6-c5 immature+mature 27 0.0103036 0.0239709 -0.0136672 58 50 26.8519 0.928323
r6-c5 immature+mature 28 0.0106746 0.0215795 -0.0109049 58 50 26.8519 0.993713
r6-c5 immature+mature 29 0.00178253 0.0193496 -0.017567 58 50 26.8519 0.163042
r6-c5 immature+mature 30 0.00405964 0.148738 -0.144679 58 50 26.8519 0.154092
*end

[cpue-1998]
report.type: observation
observation.label: cpue-1998
observation.year: 1998
observation.time_step: one
area observed expected residual errorvalue processerror totalerror score
r2-c5 37.2768 122.733 -85.456 0.145884 0 0.145884 31.1917
r3-c5 30.5287 108.479 -77.9503 0.250923 0 0.250923 11.1394
r3-c6 41.8367 96.5804 -54.7437 0.154796 0 0.154796 12.4919
r4-c3 8.39413 43.252 -34.8579 0.26223 0 0.26223 18.0428
r4-c4 9.22482 51.4164 -42.1916 0.765688 0 0.765688 2.01062
r4-c6 6.50762 70.9839 -64.4762 0.396224 0 0.396224 17.4378
*end

[cpue-1999]
report.type: observation
observation.label: cpue-1999
observation.year: 1999
observation.time_step: one
area observed expected residual errorvalue processerror totalerror score
r1-c5 32.0569 116.541 -84.4836 0.31592 0 0.31592 6.94631
r2-c5 31.6759 113.527 -81.8508 0.26805 0 0.26805 9.77789
r2-c6 46.8442 114.791 -67.9464 0.173284 0 0.173284 11.3716
r3-c5 59.2591 76.6536 -17.3945 0.211903 0 0.211903 -0.931784
r3-c6 45.4068 64.3092 -18.9025 0.174074 0 0.174074 0.10287
r4-c6 2.04767 71.7734 -69.7257 0.927462 0 0.927462 8.25192
*end

[cpue-2000]
report.type: observation
observation.label: cpue-2000
observation.year: 2000
observation.time_step: one
area observed expected residual errorvalue processerror totalerror score
r2-c5 21.9835 102.541 -80.5572 0.42792 0 0.42792 5.41128
r2-c6 78.8904 88.9903 -10.0999 0.150578 0 0.150578 -1.63268
r3-c5 32.5903 73.3884 -40.798 0.33421 0 0.33421 1.59619
r3-c6 37.546 61.4402 -23.8942 0.227084 0 0.227084 0.676931
*end

[cpue-2001]
report.type: observation
observation.label: cpue-2001
observation.year: 2001
observation.time_step: one
area observed expected residual errorvalue processerror totalerror score
r1-c5 43.2349 90.0289 -46.794 0.181266 0 0.181266 6.24205
r1-c6 49.5202 82.2869 -32.7667 0.157919 0 0.157919 3.13212
r2-c5 6.79536 111.173 -104.378 0.592216 0 0.592216 11.0303
r3-c5 38.9677 70.4246 -31.4569 0.406756 0 0.406756 -0.0713083
r3-c6 20.5659 59.0178 -38.4519 0.293732 0 0.293732 4.95183
r4-c4 8.54802 38.2903 -29.7423 0.440808 0 0.440808 4.73954
r4-c5 11.2779 55.9109 -44.6329 0.561086 0 0.561086 3.2679
r4-c6 26.0878 41.6047 -15.5169 0.351052 0 0.351052 -0.357724
r5-c4 6.77226 36.0808 -29.3085 0.779633 0 0.779633 1.79725
r5-c5 2.6618 56.3977 -53.7359 1.09364 0 1.09364 4.37758
*end

[cpue-2002]
report.type: observation
observation.label: cpue-2002
observation.year: 2002
observation.time_step: one
area observed expected residual errorvalue processerror totalerror score
r1-c6 103.08 102.198 0.882593 0.0507771 0 0.0507771 -2.96197
r2-c5 119.953 98.1668 21.7862 0.0824759 0 0.0824759 0.567061
r2-c6 105.567 81.4324 24.135 0.154269 0 0.154269 -0.309844
r3-c5 109.071 66.9646 42.1068 0.16056 0 0.16056 3.08671
r3-c6 64.7109 55.8883 8.82262 0.137202 0 0.137202 -1.33935
r4-c5 14.5105 57.8915 -43.381 0.36256 0 0.36256 6.0293
r4-c6 40.38 36.3485 4.03154 0.428041 0 0.428041 -0.784685
r5-c4 21.9288 40.3629 -18.4341 0.364459 0 0.364459 0.161981
r5-c5 17.4514 36.0165 -18.5651 0.536242 0 0.536242 0.0201877
r5-c6 147.57 29.1009 118.469 0.188243 0 0.188243 36.9847
r6-c5 3.82586 62.8288 -59.0029 0.467711 0 0.467711 17.611
*end

[cpue-2003]
report.type: observation
observation.label: cpue-2003
observation.year: 2003
observation.time_step: one
area observed expected residual errorvalue processerror totalerror score
r3-c4 37.5604 76.758 -39.1976 0.317318 0 0.317318 1.14478
