SPM (Spatial Population Model)
Call: spm -e 
Date: Thu Nov 20 11:00:48 2014
v1.1-2014-10-19 (rev. 1221). Copyright (c) 2008-2014, NIWA
User name: marshcrai
Machine name: KK-404-01-C (Windows_NT, PID=3956)

[initialisation-phase1]
report.type: initialisation
initialisation.initialisation_phase: Phase1
years: 60
lambda: 1e-010
lambda_hat: 0.00917615 0.000165044 3.02189e-006 5.53476e-008 1.01373e-009 1.85672e-011
lambda_years: 10 20 30 40 50 60
row column category age[1]
13 24 stock 308.884
13 25 stock 319.328
13 26 stock 331.931
13 27 stock 340.774
13 28 stock 339.235
13 29 stock 319.532
13 30 stock 281.447
13 31 stock 227.118
14 1 stock 74.0939
14 2 stock 87.4603
14 3 stock 94.5662
14 4 stock 96.8313
14 5 stock 96.0002
14 6 stock 92.8953
14 7 stock 90.709
14 8 stock 92.7293
14 9 stock 101.073
14 10 stock 104.866
14 11 stock 105.987
14 12 stock 102.981
14 13 stock 71.0465
14 14 stock 59.989
14 15 stock 69.7876
14 16 stock 76.0592
14 17 stock 81.0267
14 18 stock 89.3274
14 19 stock 97.3606
14 20 stock 102.541
14 21 stock 103.665
14 22 stock 103.933
14 23 stock 104.838
14 24 stock 107.844
14 25 stock 112.812
14 26 stock 118.624
14 27 stock 122.786
14 28 stock 122.996
14 29 stock 116.344
14 30 stock 102.544
14 31 stock 82.071
15 1 stock 19.7638
15 2 stock 23.2824
15 3 stock 25.4449
15 4 stock 26.2737
15 5 stock 26.1804
15 6 stock 25.686
15 7 stock 25.7113
15 8 stock 27.7159
15 9 stock 33.4387
15 10 stock 35.3312
15 11 stock 32.366
15 15 stock 17.4674
15 16 stock 18.6186
15 17 stock 19.4179
15 18 stock 21.7989
15 19 stock 24.4952
15 20 stock 26.3799
15 21 stock 27.2734
15 22 stock 27.8909
15 23 stock 28.7649
15 24 stock 30.1691
15 25 stock 32.4159
15 26 stock 34.833
15 27 stock 36.7784
15 28 stock 37.252
15 29 stock 35.4698
15 30 stock 31.0779
15 31 stock 24.7542
16 1 stock 4.24946
16 2 stock 5.1477
16 3 stock 5.78742
16 4 stock 6.19111
16 5 stock 6.44451
16 6 stock 6.40012
16 7 stock 6.43628
16 8 stock 7.16325
16 9 stock 8.04911
16 15 stock 3.82515
16 16 stock 3.85505
16 17 stock 3.87661
16 18 stock 4.23546
16 19 stock 4.67872
16 20 stock 5.12163
16 21 stock 5.59526
16 22 stock 6.02112
16 23 stock 6.48068
16 24 stock 7.08822
16 25 stock 7.85818
16 26 stock 8.73905
16 27 stock 9.43362
16 28 stock 9.63072
16 29 stock 8.99729
16 30 stock 7.87161
16 31 stock 6.26552
17 1 stock 0.789085
17 2 stock 0.995024
17 3 stock 1.15194
17 4 stock 1.27329
17 5 stock 1.399
17 6 stock 1.3918
17 7 stock 1.32738
17 8 stock 1.16077
17 14 stock 0.653812
17 15 stock 0.610173
17 16 stock 0.580408
17 17 stock 0.556829
17 18 stock 0.58747
17 19 stock 0.645952
17 20 stock 0.737051
17 21 stock 0.911912
17 22 stock 1.06502
17 23 stock 1.22364
17 24 stock 1.42556
17 25 stock 1.65994
17 26 stock 1.90389
17 27 stock 2.08666
17 28 stock 2.12118
17 29 stock 1.8888
17 30 stock 1.63536
17 31 stock 1.3004
18 1 stock 0.129995
18 2 stock 0.167716
18 3 stock 0.197723
18 4 stock 0.223786
18 5 stock 0.252195
18 6 stock 0.250665
18 7 stock 0.22183
18 8 stock 0.157994
18 12 stock 0.128571
18 13 stock 0.104402
18 14 stock 0.0907558
18 15 stock 0.0809298
18 16 stock 0.074403
18 17 stock 0.0682625
18 18 stock 0.0688727
18 19 stock 0.0754791
18 20 stock 0.0902527
18 21 stock 0.12841
18 22 stock 0.167225
18 23 stock 0.207118
18 24 stock 0.257805
18 25 stock 0.320349
18 26 stock 0.378526
18 27 stock 0.419574
18 28 stock 0.419161
18 29 stock 0.353903
18 30 stock 0.300997
18 31 stock 0.241168
19 1 stock 0.0192564
19 2 stock 0.0253349
19 3 stock 0.0298537
19 4 stock 0.0337721
19 5 stock 0.037865
19 6 stock 0.0373472
19 7 stock 0.0339915
19 8 stock 0.0280128
19 11 stock 0.0201486
19 12 stock 0.0177682
19 13 stock 0.0134986
19 14 stock 0.0114475
19 15 stock 0.010226
19 16 stock 0.00946719
19 17 stock 0.00848951
19 18 stock 0.00830668
19 19 stock 0.00891415
19 20 stock 0.010815
19 21 stock 0.0174135
19 22 stock 0.0245577
19 23 stock 0.0326977
19 24 stock 0.0430245
19 25 stock 0.0577001
19 26 stock 0.0692246
19 27 stock 0.0772437
19 28 stock 0.0759221
19 29 stock 0.0612503
19 30 stock 0.0516662
19 31 stock 0.0410983
20 1 stock 0.00257858
20 2 stock 0.0033242
20 3 stock 0.00394968
20 4 stock 0.0044617
20 5 stock 0.00479267
20 6 stock 0.00475028
20 7 stock 0.0044067
20 8 stock 0.00383324
20 9 stock 0.00311883
20 10 stock 0.00282392
20 11 stock 0.00258817
20 12 stock 0.00223127
20 13 stock 0.00161901
20 14 stock 0.0014
20 15 stock 0.00130591
20 16 stock 0.00126421
20 17 stock 0.00116184
20 18 stock 0.00110839
20 19 stock 0.00116536
20 20 stock 0.00143906
20 21 stock 0.00242138
20 22 stock 0.00352366
20 23 stock 0.00483747
20 24 stock 0.00656437
20 25 stock 0.00935841
20 26 stock 0.0112712
20 27 stock 0.0124358
20 28 stock 0.0119924
20 29 stock 0.00962172
20 30 stock 0.00799327
20 31 stock 0.00634846
21 1 stock 0.000340524
21 2 stock 0.000432177
21 3 stock 0.000508244
21 4 stock 0.000561061
21 5 stock 0.000553476
21 6 stock 0.000524994
21 7 stock 0.000479074
21 8 stock 0.000428012
21 9 stock 0.000373807
21 10 stock 0.000352323
21 11 stock 0.00033237
21 12 stock 0.000292151
21 13 stock 0.000210538
21 14 stock 0.00017935
21 15 stock 0.000165684
21 16 stock 0.000157578
21 17 stock 0.000139396
21 18 stock 0.000134095
21 19 stock 0.000142953
21 20 stock 0.000182449
21 21 stock 0.000320874
21 22 stock 0.000477191
21 23 stock 0.000669304
21 24 stock 0.000906406
21 25 stock 0.00125122
21 26 stock 0.00151541
21 27 stock 0.00167436
21 28 stock 0.0016394
21 29 stock 0.00133304
21 30 stock 0.00108836
21 31 stock 0.000856094
22 1 stock 4.39673e-005
22 2 stock 5.64977e-005
22 3 stock 6.75895e-005
22 4 stock 7.31947e-005
22 5 stock 6.70801e-005
22 6 stock 6.13444e-005
22 7 stock 5.47024e-005
22 8 stock 4.93317e-005
22 9 stock 4.54259e-005
22 10 stock 4.52567e-005
22 11 stock 4.4336e-005
22 12 stock 4.05047e-005
22 13 stock 2.96275e-005
22 14 stock 2.42992e-005
22 15 stock 2.15247e-005
22 16 stock 1.94336e-005
22 17 stock 1.70225e-005
22 18 stock 1.7042e-005
22 19 stock 1.92719e-005
22 20 stock 2.54965e-005
22 21 stock 4.50835e-005
22 22 stock 6.80449e-005
22 23 stock 9.51646e-005
22 24 stock 0.000126232
22 25 stock 0.000164317
22 26 stock 0.000194146
22 27 stock 0.000216205
22 28 stock 0.000210939
22 29 stock 0.000169615
22 30 stock 0.000137069
22 31 stock 0.000106588
23 1 stock 5.46655e-006
23 2 stock 7.51206e-006
23 3 stock 9.5362e-006
23 4 stock 1.0405e-005
23 5 stock 9.53028e-006
23 6 stock 8.61591e-006
23 7 stock 7.80332e-006
23 8 stock 6.82086e-006
23 9 stock 6.33848e-006
23 10 stock 6.13127e-006
23 11 stock 6.05428e-006
23 12 stock 5.65193e-006
23 13 stock 4.20285e-006
23 14 stock 3.36547e-006
23 15 stock 2.81338e-006
23 16 stock 2.51355e-006
23 17 stock 2.39025e-006
23 18 stock 2.57122e-006
23 19 stock 3.14277e-006
23 20 stock 4.47107e-006
23 21 stock 7.48597e-006
23 22 stock 1.09952e-005
23 23 stock 1.4725e-005
23 24 stock 1.83953e-005
23 25 stock 2.14125e-005
23 26 stock 2.44742e-005
23 27 stock 2.64793e-005
23 28 stock 2.55371e-005
23 29 stock 1.96133e-005
23 30 stock 1.5537e-005
23 31 stock 1.18047e-005
24 1 stock 5.98691e-007
24 2 stock 9.26461e-007
24 3 stock 1.26694e-006
24 4 stock 1.51603e-006
24 5 stock 1.52596e-006
24 6 stock 1.48467e-006
24 7 stock 1.39938e-006
24 8 stock 1.20324e-006
24 9 stock 9.13768e-007
24 10 stock 7.9843e-007
24 11 stock 7.32281e-007
24 12 stock 6.62173e-007
24 13 stock 5.29843e-007
24 14 stock 4.2037e-007
24 15 stock 3.55721e-007
24 16 stock 3.32302e-007
24 17 stock 3.98014e-007
24 18 stock 4.89661e-007
24 19 stock 6.46765e-007
24 20 stock 9.38051e-007
24 21 stock 1.40741e-006
24 22 stock 1.87416e-006
24 23 stock 2.26865e-006
24 24 stock 2.47284e-006
24 25 stock 2.43399e-006
24 26 stock 2.5401e-006
24 27 stock 2.60316e-006
24 28 stock 2.37938e-006
24 29 stock 1.74665e-006
24 30 stock 1.39416e-006
24 31 stock 1.07477e-006
25 1 stock 4.47463e-008
25 2 stock 7.4982e-008
25 3 stock 1.12037e-007
25 4 stock 1.47318e-007
25 5 stock 1.70111e-007
25 6 stock 1.83237e-007
25 7 stock 1.82444e-007
25 8 stock 1.57982e-007
25 9 stock 1.09809e-007
25 10 stock 8.82115e-008
25 11 stock 7.74196e-008
25 12 stock 6.96568e-008
25 13 stock 6.00143e-008
25 14 stock 5.01145e-008
25 15 stock 4.34255e-008
25 16 stock 4.30947e-008
25 17 stock 5.63116e-008
25 18 stock 7.26374e-008
25 19 stock 9.73958e-008
25 20 stock 1.3745e-007
25 21 stock 1.90448e-007
25 22 stock 2.42045e-007
25 23 stock 2.70446e-007
25 24 stock 2.74647e-007
25 25 stock 2.42029e-007
25 26 stock 2.34486e-007
25 27 stock 2.27502e-007
25 28 stock 2.01632e-007
25 29 stock 1.42682e-007
25 30 stock 1.13962e-007
25 31 stock 8.85428e-008
26 1 stock 2.23475e-009
26 2 stock 3.91876e-009
26 3 stock 6.28313e-009
26 4 stock 9.26259e-009
26 5 stock 1.30355e-008
26 6 stock 1.61619e-008
26 7 stock 1.75239e-008
26 8 stock 1.57915e-008
26 9 stock 1.16202e-008
26 10 stock 9.05752e-009
26 11 stock 7.85976e-009
26 12 stock 7.18359e-009
26 13 stock 6.69775e-009
26 14 stock 5.98149e-009
26 15 stock 5.59373e-009
26 16 stock 5.61369e-009
26 17 stock 7.1364e-009
26 18 stock 8.78181e-009
26 19 stock 1.1236e-008
26 20 stock 1.46518e-008
26 21 stock 1.86496e-008
26 22 stock 2.20124e-008
26 23 stock 2.39461e-008
26 24 stock 2.29904e-008
26 25 stock 1.89099e-008
26 26 stock 1.74074e-008
26 27 stock 1.60342e-008
26 28 stock 1.38854e-008
26 29 stock 9.90685e-009
26 30 stock 8.02985e-009
26 31 stock 6.3784e-009
*end

[state-3]
report.type: partition
year: 2003
time_step: three
row column category age[1]
1 1 stock 503.973
1 2 stock 742.167
1 3 stock 1012.75
1 4 stock 1306.75
1 5 stock 1550.98
1 6 stock 1764.52
1 7 stock 1954.86
1 8 stock 2157.11
1 9 stock 2371.72
1 10 stock 2525.14
1 11 stock 2560.46
1 12 stock 2491.27
1 13 stock 2376.5
1 14 stock 2296.35
1 15 stock 2205.02
1 16 stock 2085.38
1 17 stock 1861.76
1 18 stock 1782.77
1 19 stock 1763.76
1 20 stock 1719.85
1 21 stock 1632.01
1 22 stock 1644.86
1 23 stock 1730.21
1 24 stock 1789.86
1 25 stock 1726.17
1 26 stock 1683.88
1 27 stock 1622.47
1 28 stock 1523.68
1 29 stock 1343.78
1 30 stock 1187.61
1 31 stock 1007.38
2 1 stock 756.206
2 2 stock 1081.3
2 3 stock 1465.4
2 4 stock 1892.99
2 5 stock 2308.53
2 6 stock 2667.52
2 7 stock 3008.73
2 8 stock 3335.48
2 9 stock 3644.56
2 10 stock 3817.22
2 11 stock 3779.44
2 12 stock 3637.95
2 13 stock 3453.32
2 14 stock 3345.79
2 15 stock 3253.86
2 16 stock 3122.31
2 17 stock 2890.09
2 18 stock 2807.97
2 19 stock 2809.01
2 20 stock 2774.74
2 21 stock 2649.79
2 22 stock 2668.59
2 23 stock 2763.53
2 24 stock 2835.71
2 25 stock 2734.29
2 26 stock 2642.58
2 27 stock 2525.03
2 28 stock 2324.89
2 29 stock 2052.86
2 30 stock 1787.59
2 31 stock 1515.26
3 1 stock 1103.56
3 2 stock 1534.33
3 3 stock 2050.26
3 4 stock 2630.44
3 5 stock 3287.69
3 6 stock 3868.81
3 7 stock 4386.25
3 8 stock 4857.13
3 9 stock 5156.52
3 10 stock 5302.82
3 11 stock 5194.06
3 12 stock 4918.54
3 13 stock 4554.34
3 14 stock 4400.66
3 15 stock 4304.54
3 16 stock 4179.77
3 17 stock 4020.07
3 18 stock 3989.36
3 19 stock 4045.71
3 20 stock 4057.42
3 21 stock 3952.78
3 22 stock 3961.65
3 23 stock 4050.84
3 24 stock 4111.23
3 25 stock 3987.39
3 26 stock 3883.72
3 27 stock 3674.78
3 28 stock 3378.34
3 29 stock 2986.85
3 30 stock 2581.54
3 31 stock 2185.52
4 1 stock 1521.28
4 2 stock 2084.78
4 3 stock 2747.08
4 4 stock 3494.65
4 5 stock 4360.18
4 6 stock 5122.17
4 7 stock 5746.28
4 8 stock 6252.66
4 9 stock 6512.81
4 10 stock 6750.44
4 11 stock 6726.71
4 12 stock 6451.79
4 13 stock 5886.17
4 14 stock 5659.3
4 15 stock 5540.92
4 16 stock 5413.19
4 17 stock 5188.87
4 18 stock 5192.33
4 19 stock 5282.49
4 20 stock 5365.48
4 21 stock 5354
4 22 stock 5331.45
4 23 stock 5360.1
4 24 stock 5356.07
4 25 stock 5282.26
4 26 stock 5180.56
4 27 stock 4949.79
4 28 stock 4550.07
4 29 stock 4044.08
4 30 stock 3502.23
4 31 stock 2981.91
5 1 stock 1977.65
5 2 stock 2662.55
5 3 stock 3476.7
5 4 stock 4376.93
5 5 stock 5364.26
5 6 stock 6266.9
5 7 stock 6971.08
5 8 stock 7505.09
5 9 stock 7797.09
5 10 stock 8003.97
5 11 stock 7988.61
5 12 stock 7675.82
5 13 stock 7000.59
5 14 stock 6653.87
5 15 stock 6481.55
5 16 stock 6322.98
5 17 stock 6087.37
5 18 stock 6083.36
5 19 stock 6197.52
5 20 stock 6359.69
5 21 stock 6468.14
5 22 stock 6480.34
5 23 stock 6481.18
5 24 stock 6468.14
5 25 stock 6422.3
5 26 stock 6354.76
5 27 stock 6101.84
5 28 stock 5637.05
5 29 stock 5003.04
5 30 stock 4351.8
5 31 stock 3700.75
6 1 stock 2424.09
6 2 stock 3219.91
6 3 stock 4123.1
6 4 stock 5087.15
6 5 stock 6043.6
6 6 stock 6924.92
6 7 stock 7595.46
6 8 stock 8059.62
6 9 stock 8303.1
6 10 stock 8460.52
6 11 stock 8416.76
6 12 stock 8148.49
6 13 stock 7546.3
6 14 stock 7203.63
6 15 stock 6962.32
6 16 stock 6736.36
6 17 stock 6549.21
6 18 stock 6518.91
6 19 stock 6638.7
6 20 stock 6839.71
6 21 stock 7041.4
6 22 stock 7079.94
6 23 stock 7081.15
6 24 stock 7083.75
6 25 stock 7106.82
6 26 stock 7057.69
6 27 stock 6819.66
6 28 stock 6344.54
6 29 stock 5679.82
6 30 stock 4969.2
6 31 stock 4225.34
7 1 stock 2798.7
7 2 stock 3653.71
7 3 stock 4592.8
7 4 stock 5516.72
7 5 stock 6296.77
7 6 stock 7018.09
7 7 stock 7532.24
7 8 stock 7849.79
7 9 stock 7967.75
7 10 stock 8031
7 11 stock 7992.62
7 12 stock 7820.77
7 13 stock 7445.73
7 14 stock 7162.42
7 15 stock 6903.61
7 16 stock 6643.27
7 17 stock 6485.05
7 18 stock 6453.33
7 19 stock 6532.38
7 20 stock 6736.34
7 21 stock 6962.99
7 22 stock 7046.23
7 23 stock 7059.26
7 24 stock 7093.51
7 25 stock 7138.04
7 26 stock 7134.88
7 27 stock 6922.18
7 28 stock 6480.82
7 29 stock 5857.8
7 30 stock 5150.55
7 31 stock 4389.02
8 1 stock 2980.45
8 2 stock 3862.03
8 3 stock 4770.13
8 4 stock 5617.6
8 5 stock 6235.5
8 6 stock 6753.93
8 7 stock 7069.49
8 8 stock 7200.37
8 9 stock 7121.83
8 10 stock 7123.38
8 11 stock 7107.92
8 12 stock 7037.93
8 13 stock 6851.25
8 14 stock 6654.9
8 16 stock 6093.49
8 17 stock 5960.88
8 18 stock 5908.18
8 19 stock 5970.66
8 20 stock 6119
8 21 stock 6355.58
8 22 stock 6476.66
8 23 stock 6528.23
8 24 stock 6585.33
8 25 stock 6661.18
8 26 stock 6682.34
8 27 stock 6507.41
8 28 stock 6103.86
8 29 stock 5516.38
8 30 stock 4849.28
8 31 stock 4119.69
9 1 stock 2950.18
9 2 stock 3717.63
9 3 stock 4477.83
9 4 stock 5157.45
9 5 stock 5671.88
9 6 stock 6026.41
9 7 stock 6198.32
9 8 stock 6239.57
9 9 stock 6114.15
9 10 stock 6023.58
9 11 stock 5930.28
9 12 stock 5834.87
9 13 stock 5722.92
9 14 stock 5610.65
9 17 stock 5018.68
9 18 stock 4973.76
9 19 stock 5087.99
9 20 stock 5190.04
9 21 stock 5378.45
9 22 stock 5503.79
9 23 stock 5581.25
9 24 stock 5659.62
9 25 stock 5735.84
9 26 stock 5768.01
9 27 stock 5631.3
9 28 stock 5289.63
9 29 stock 4790.4
9 30 stock 4198.65
9 31 stock 3544.61
10 1 stock 2619.09
10 2 stock 3213.75
10 3 stock 3773.23
10 4 stock 4255.43
10 5 stock 4627.97
10 6 stock 4853.53
10 7 stock 4941.25
10 8 stock 4952.62
10 9 stock 4890
10 10 stock 4761.16
10 11 stock 4607.22
10 12 stock 4478.86
10 13 stock 4396.45
10 14 stock 4345.79
10 17 stock 4070.59
10 18 stock 4094.9
10 19 stock 4077.82
10 20 stock 4130.02
10 21 stock 4258.55
10 22 stock 4369.53
10 23 stock 4450.37
10 24 stock 4521.65
10 25 stock 4593.96
10 26 stock 4615.48
10 27 stock 4506.2
10 28 stock 4232.6
10 29 stock 3831.58
10 30 stock 3341.27
10 31 stock 2792.95
11 1 stock 2077.05
11 2 stock 2498.09
11 3 stock 2868.45
11 4 stock 3174.18
11 5 stock 3406.66
11 6 stock 3532.63
11 7 stock 3568.62
11 8 stock 3575.87
11 9 stock 3562.04
11 10 stock 3445.41
11 11 stock 3279.56
11 12 stock 3141.28
11 13 stock 3069.2
11 14 stock 3044.15
11 19 stock 3022.19
11 20 stock 3066.56
11 21 stock 3161.5
11 22 stock 3251.46
11 23 stock 3320.65
11 24 stock 3378.38
11 25 stock 3427.43
11 26 stock 3439.09
11 27 stock 3356.88
11 28 stock 3153.88
11 29 stock 2852.19
11 30 stock 2474.59
11 31 stock 2048.29
12 1 stock 1449.2
12 2 stock 1715.55
12 3 stock 1934.48
12 4 stock 2102.34
12 5 stock 2236.56
12 6 stock 2291.65
12 7 stock 2292.74
12 8 stock 2292.37
12 9 stock 2298.84
12 10 stock 2242.73
12 11 stock 2129.6
12 12 stock 2024.3
12 13 stock 1979.29
12 14 stock 1963.09
12 18 stock 2024.03
12 19 stock 2062.09
12 20 stock 2119.3
12 21 stock 2194.6
12 22 stock 2259.84
12 23 stock 2309.24
12 24 stock 2350.22
12 25 stock 2382.72
12 26 stock 2393.4
12 27 stock 2344.71
12 28 stock 2214.61
12 29 stock 2006.34
12 30 stock 1740.22
12 31 stock 1435.51
13 1 stock 866.092
13 2 stock 1015.71
13 3 stock 1132.88
13 4 stock 1215.35
13 5 stock 1292.89
13 6 stock 1316.88
13 7 stock 1321.09
13 8 stock 1343.94
13 9 stock 1388.27
13 10 stock 1387.55
13 11 stock 1334.98
13 12 stock 1259.19
13 13 stock 1175
13 14 stock 1043.39
13 15 stock 1066.08
13 18 stock 1207.13
13 19 stock 1272.28
13 20 stock 1336.39
13 21 stock 1385.82
13 22 stock 1424.3
13 23 stock 1457.03
13 24 stock 1484.09
13 25 stock 1511.14
13 26 stock 1525.62
13 27 stock 1501.03
13 28 stock 1424.3
13 29 stock 1290.66
13 30 stock 1117.72
13 31 stock 913.778
14 1 stock 438.924
14 2 stock 513.412
14 3 stock 568.861
14 4 stock 612.082
14 5 stock 645.281
14 6 stock 661.679
14 7 stock 676.296
14 8 stock 713.355
14 9 stock 789.197
14 10 stock 815.126
14 11 stock 805.111
14 12 stock 758.156
14 13 stock 509.161
14 14 stock 422.253
14 15 stock 484.939
14 16 stock 521.531
14 17 stock 547.829
14 18 stock 599.004
14 19 stock 657.165
14 20 stock 708.683
14 21 stock 739.961
14 22 stock 765.083
14 23 stock 787.02
14 24 stock 811.405
14 25 stock 837.378
14 26 stock 856.623
14 27 stock 850.992
14 28 stock 812.727
14 29 stock 738.63
14 30 stock 638.973
14 31 stock 517.583
15 1 stock 189.047
15 2 stock 221.038
15 3 stock 248.016
15 4 stock 269.371
15 5 stock 285.139
15 6 stock 295.772
15 7 stock 309.172
15 8 stock 343.158
15 9 stock 419.865
15 10 stock 442.58
15 11 stock 397.852
15 15 stock 197.968
15 16 stock 207.167
15 17 stock 211.34
15 18 stock 234.101
15 19 stock 264.991
15 20 stock 293.434
15 21 stock 315.049
15 22 stock 333.511
15 23 stock 350.736
15 24 stock 368.724
15 25 stock 391.614
15 26 stock 410.572
15 27 stock 417.381
15 28 stock 403.896
15 29 stock 369.511
15 30 stock 317.361
15 31 stock 255.46
16 1 stock 68.0536
16 2 stock 82.0514
16 3 stock 94.7937
16 4 stock 106.479
16 5 stock 117.25
16 6 stock 122.522
16 7 stock 128.17
16 8 stock 146.47
16 9 stock 166.766
16 15 stock 73.9246
16 16 stock 72.8504
16 17 stock 71.1441
16 18 stock 76.5472
16 19 stock 85.4779
16 20 stock 96.5109
16 21 stock 109.389
16 22 stock 121.135
16 23 stock 132.231
16 24 stock 144.837
16 25 stock 159.091
16 26 stock 173.357
16 27 stock 181.157
16 28 stock 177.551
16 29 stock 159.764
16 30 stock 136.976
16 31 stock 109.914
17 1 stock 21.5016
17 2 stock 27.0941
17 3 stock 32.2144
17 4 stock 37.2209
17 5 stock 42.9708
17 6 stock 44.7009
17 7 stock 44.1491
17 8 stock 39.5257
17 14 stock 22.1468
17 15 stock 20.6661
17 16 stock 19.4269
17 17 stock 18.211
17 18 stock 18.9228
17 19 stock 20.8855
17 20 stock 24.2639
17 21 stock 30.6579
17 22 stock 36.3596
17 23 stock 42.0972
17 24 stock 49.0874
17 25 stock 56.8034
17 26 stock 64.1946
17 27 stock 68.6201
17 28 stock 67.4789
17 29 stock 58.1742
17 30 stock 49.4162
17 31 stock 39.4738
18 1 stock 5.95516
18 2 stock 7.71475
18 3 stock 9.32624
18 4 stock 10.967
18 5 stock 12.8869
18 6 stock 13.3086
18 7 stock 12.1476
18 8 stock 8.83141
18 12 stock 7.27503
18 13 stock 5.93489
18 14 stock 5.20437
18 15 stock 4.68727
18 16 stock 4.31655
18 17 stock 3.91737
18 18 stock 3.89622
18 19 stock 4.23797
18 20 stock 5.0679
18 21 stock 7.23718
18 22 stock 9.46638
18 23 stock 11.7692
18 24 stock 14.6753
18 25 stock 18.1976
18 26 stock 21.3298
18 27 stock 23.2625
18 28 stock 22.6892
18 29 stock 18.6763
18 30 stock 15.6177
18 31 stock 12.5171
19 1 stock 1.43281
19 2 stock 1.90294
19 3 stock 2.29531
19 4 stock 2.68082
19 5 stock 3.1107
19 6 stock 3.1683
19 7 stock 2.96211
19 8 stock 2.48251
19 11 stock 1.76529
19 12 stock 1.54925
19 13 stock 1.18149
19 14 stock 1.017
19 15 stock 0.93075
19 16 stock 0.881316
19 17 stock 0.795768
19 18 stock 0.771259
19 19 stock 0.81478
19 20 stock 0.975555
19 21 stock 1.56018
19 22 stock 2.19937
19 23 stock 2.93932
19 24 stock 3.88712
19 25 stock 5.23236
19 26 stock 6.27627
19 27 stock 6.95562
19 28 stock 6.73942
19 29 stock 5.34103
19 30 stock 4.44136
19 31 stock 3.51836
20 1 stock 0.297469
20 2 stock 0.389389
20 3 stock 0.47309
20 4 stock 0.548761
20 5 stock 0.606018
20 6 stock 0.616077
20 7 stock 0.582913
20 8 stock 0.511806
20 9 stock 0.413323
20 10 stock 0.365152
20 11 stock 0.323551
20 12 stock 0.270658
20 13 stock 0.194106
20 14 stock 0.171193
20 15 stock 0.167748
20 16 stock 0.171301
20 17 stock 0.162007
20 18 stock 0.154338
20 19 stock 0.159544
20 20 stock 0.193789
20 21 stock 0.323454
20 22 stock 0.471254
20 23 stock 0.652088
20 24 stock 0.895076
20 25 stock 1.29077
20 26 stock 1.56784
20 27 stock 1.734
20 28 stock 1.66324
20 29 stock 1.32044
20 30 stock 1.08418
20 31 stock 0.853888
21 1 stock 0.0580503
21 2 stock 0.0752928
21 3 stock 0.0905927
21 4 stock 0.102316
21 5 stock 0.103171
21 6 stock 0.0995316
21 7 stock 0.0914806
21 8 stock 0.0810608
21 9 stock 0.0687717
21 10 stock 0.0614838
21 11 stock 0.0541727
21 12 stock 0.0447989
21 13 stock 0.0316751
21 14 stock 0.0281446
21 15 stock 0.0282265
21 16 stock 0.0290029
21 17 stock 0.0267342
21 18 stock 0.0258374
21 19 stock 0.0271878
21 20 stock 0.0342779
21 21 stock 0.0601353
21 22 stock 0.0901641
21 23 stock 0.128622
21 24 stock 0.17789
21 25 stock 0.250799
21 26 stock 0.309097
21 27 stock 0.345145
21 28 stock 0.338547
21 29 stock 0.274013
21 30 stock 0.221524
21 31 stock 0.172088
22 1 stock 0.0106341
22 2 stock 0.0140551
22 3 stock 0.017239
22 4 stock 0.0190667
22 5 stock 0.0177811
22 6 stock 0.0163639
22 7 stock 0.0144396
22 8 stock 0.0126013
22 9 stock 0.0109271
22 10 stock 0.00998379
22 11 stock 0.00888321
22 12 stock 0.00760772
22 13 stock 0.00557106
22 14 stock 0.00491113
22 15 stock 0.00480789
22 16 stock 0.00469714
22 17 stock 0.00426995
22 18 stock 0.00429145
22 19 stock 0.00479929
22 20 stock 0.00632874
22 21 stock 0.0112897
22 22 stock 0.0173996
22 23 stock 0.0250752
22 24 stock 0.0344112
22 25 stock 0.0462399
22 26 stock 0.0560636
22 27 stock 0.0634832
22 28 stock 0.0623108
22 29 stock 0.0500603
22 30 stock 0.040082
22 31 stock 0.0306656
23 1 stock 0.00183093
23 2 stock 0.00260124
23 3 stock 0.00339424
23 4 stock 0.00378151
23 5 stock 0.00351964
23 6 stock 0.0031737
23 7 stock 0.00279388
23 8 stock 0.00230529
23 9 stock 0.00196333
23 10 stock 0.0017064
23 11 stock 0.00152453
23 12 stock 0.00136192
23 13 stock 0.00104711
23 14 stock 0.000910019
23 15 stock 0.000829474
23 16 stock 0.000784442
23 17 stock 0.000762226
23 18 stock 0.000819429
23 19 stock 0.000992693
23 20 stock 0.00141765
23 21 stock 0.00243582
23 22 stock 0.0037206
23 23 stock 0.00522677
23 24 stock 0.00686047
23 25 stock 0.00833357
23 26 stock 0.00984269
23 27 stock 0.0108676
23 28 stock 0.0105507
23 29 stock 0.00810484
23 30 stock 0.00635552
23 31 stock 0.00473543
24 1 stock 0.000278547
24 2 stock 0.000447044
24 3 stock 0.000629508
24 4 stock 0.000769209
24 5 stock 0.000788069
24 6 stock 0.000761503
24 7 stock 0.000689845
24 8 stock 0.000551403
24 9 stock 0.000378894
24 10 stock 0.000297183
24 11 stock 0.000250862
24 12 stock 0.000223402
24 13 stock 0.000186653
24 14 stock 0.000157087
24 15 stock 0.000139663
24 16 stock 0.000133785
24 17 stock 0.000160778
24 18 stock 0.000196729
24 19 stock 0.000258257
24 20 stock 0.000380318
24 21 stock 0.000597213
24 22 stock 0.000844555
24 23 stock 0.00109358
24 24 stock 0.00127152
24 25 stock 0.00132025
