SPM (Spatial Population Model)
Call: spm -e 
Date: Thu Nov 20 11:00:48 2014
v1.1-2014-10-19 (rev. 1221). Copyright (c) 2008-2014, NIWA
User name: marshcrai
Machine name: KK-404-01-C (Windows_NT, PID=3956)

[initialisation-phase1]
report.type: initialisation
initialisation.initialisation_phase: Phase1
years: 60
lambda: 1e-010
lambda_hat: 0.00917615 0.000165044 3.02189e-006 5.53476e-008 1.01373e-009 1.85672e-011
lambda_years: 10 20 30 40 50 60
row column category age[1]
26 17 stock 2.71492e-008
26 18 stock 3.60252e-008
26 19 stock 5.05088e-008
26 20 stock 6.71427e-008
26 21 stock 7.89744e-008
26 22 stock 9.61958e-008
26 23 stock 1.12669e-007
26 24 stock 1.15908e-007
26 25 stock 9.91482e-008
26 26 stock 8.18317e-008
26 27 stock 6.81663e-008
26 28 stock 5.40392e-008
26 29 stock 3.58597e-008
26 30 stock 2.67227e-008
26 31 stock 2.06145e-008
*end

[state-3]
report.type: partition
year: 2002
time_step: three
row column category age[1]
1 1 stock 455.314
1 2 stock 663.118
1 3 stock 889.604
1 4 stock 1094.03
1 5 stock 1246.03
1 6 stock 1416.07
1 7 stock 1609.65
1 8 stock 1802.33
1 9 stock 1792.03
1 10 stock 1861.05
1 11 stock 1918.49
1 12 stock 1912.06
1 13 stock 1744.08
1 14 stock 1629.92
1 15 stock 1491.78
1 16 stock 1393.86
1 17 stock 1336.55
1 18 stock 1375.01
1 19 stock 1469.03
1 20 stock 1541.03
1 21 stock 1542.93
1 22 stock 1474.89
1 23 stock 1358.94
1 24 stock 1258.54
1 25 stock 1208.43
1 26 stock 1200.48
1 27 stock 1202.57
1 28 stock 1199.75
1 29 stock 1190.88
1 30 stock 1098.61
1 31 stock 969.47
2 1 stock 805.136
2 2 stock 1144.87
2 3 stock 1527.03
2 4 stock 1880.81
2 5 stock 2136.32
2 6 stock 2400.22
2 7 stock 2699.52
2 8 stock 2987.14
2 9 stock 3052.19
2 10 stock 3185.52
2 11 stock 3252.58
2 12 stock 3194.5
2 13 stock 2875.6
2 14 stock 2626.61
2 15 stock 2350.12
2 16 stock 2135.91
2 17 stock 2017.49
2 18 stock 2104.11
2 19 stock 2295.12
2 20 stock 2473.02
2 21 stock 2515.02
2 22 stock 2378.14
2 23 stock 2201.77
2 24 stock 2010.94
2 25 stock 1929.1
2 26 stock 1925.88
2 27 stock 1937.08
2 28 stock 1921.58
2 29 stock 1896.27
2 30 stock 1742.65
2 31 stock 1530.95
3 1 stock 1233.85
3 2 stock 1720.11
3 3 stock 2293.53
3 4 stock 2867.19
3 5 stock 3293.28
3 6 stock 3710.1
3 7 stock 4160.54
3 8 stock 4545.76
3 9 stock 4715.57
3 10 stock 4889.09
3 11 stock 4930.71
3 12 stock 4749.34
3 13 stock 4202.43
3 14 stock 3754.04
3 15 stock 3314.54
3 16 stock 2975.69
3 17 stock 2824.52
3 18 stock 2969.38
3 19 stock 3283.51
3 20 stock 3583.04
3 21 stock 3655.96
3 22 stock 3481.34
3 23 stock 3220.79
3 24 stock 2956.51
3 25 stock 2849.98
3 26 stock 2874.1
3 27 stock 2887.17
3 28 stock 2850.99
3 29 stock 2796.62
3 30 stock 2546.73
3 31 stock 2226.56
4 1 stock 1601.06
4 2 stock 2237.28
4 3 stock 3058.03
4 4 stock 3932.19
4 5 stock 4622.86
4 6 stock 5242.4
4 7 stock 5795.96
4 8 stock 6209.17
4 9 stock 6365.68
4 10 stock 6537.52
4 11 stock 6549.62
4 12 stock 6307.81
4 13 stock 5611.12
4 14 stock 5022.01
4 15 stock 4480.2
4 16 stock 4032.81
4 17 stock 3812.69
4 18 stock 4032.25
4 19 stock 4442.72
4 20 stock 4791.84
4 21 stock 4802.8
4 22 stock 4602.41
4 23 stock 4295.96
4 24 stock 3999.23
4 25 stock 3889.96
4 26 stock 3956.5
4 27 stock 4015.32
4 28 stock 3934.49
4 29 stock 3819.32
4 30 stock 3434.32
4 31 stock 2986.09
5 1 stock 2108.86
5 2 stock 2859.27
5 3 stock 3821.08
5 4 stock 4872.29
5 5 stock 5751.58
5 6 stock 6557.5
5 7 stock 7202.18
5 8 stock 7660.48
5 9 stock 7871.4
5 10 stock 7990.3
5 11 stock 7935.07
5 12 stock 7606.17
5 13 stock 6908.3
5 14 stock 6284.13
5 15 stock 5740.63
5 16 stock 5265.45
5 17 stock 4870.61
5 18 stock 5056.6
5 19 stock 5456.58
5 20 stock 5815.83
5 21 stock 5716.05
5 22 stock 5532
5 23 stock 5266.97
5 24 stock 5026.33
5 25 stock 4925.36
5 26 stock 5021.14
5 27 stock 5054.08
5 28 stock 4892.67
5 29 stock 4697.22
5 30 stock 4180.77
5 31 stock 3597.32
6 1 stock 2680.27
6 2 stock 3479.67
6 3 stock 4478.2
6 4 stock 5551.99
6 5 stock 6455.49
6 6 stock 7328.09
6 7 stock 7972.13
6 8 stock 8382.88
6 9 stock 8538.04
6 10 stock 8550.54
6 11 stock 8434.94
6 12 stock 8115.78
6 13 stock 7503.68
6 14 stock 7009.96
6 15 stock 6562.74
6 16 stock 6154.63
6 17 stock 5696.98
6 18 stock 5803.2
6 19 stock 6127
6 20 stock 6422.16
6 21 stock 6295.57
6 22 stock 6176.13
6 23 stock 6026.5
6 24 stock 5849.19
6 25 stock 5768.21
6 26 stock 5865.53
6 27 stock 5843.62
6 28 stock 5609.02
6 29 stock 5266.23
6 30 stock 4650.84
6 31 stock 3989.71
7 1 stock 3125.27
7 2 stock 3907.78
7 3 stock 4868.53
7 4 stock 5838.69
7 5 stock 6647.82
7 6 stock 7399.92
7 7 stock 7965.04
7 8 stock 8237.75
7 9 stock 8285.67
7 10 stock 8208.65
7 11 stock 8082.76
7 12 stock 7827.06
7 13 stock 7363.22
7 14 stock 7031.04
7 15 stock 6723.21
7 16 stock 6397.62
7 17 stock 6008.51
7 18 stock 6049.6
7 19 stock 6308.63
7 20 stock 6536.35
7 21 stock 6463.81
7 22 stock 6465.01
7 23 stock 6441.52
7 24 stock 6365.12
7 25 stock 6273.39
7 26 stock 6343
7 27 stock 6266.26
7 28 stock 5953.14
7 29 stock 5472.83
7 30 stock 4833.65
7 31 stock 4134.03
8 1 stock 3276.17
8 2 stock 4039.07
8 3 stock 4901.4
8 4 stock 5748.04
8 5 stock 6360.89
8 6 stock 6950.34
8 7 stock 7367.29
8 8 stock 7546.23
8 9 stock 7409.05
8 10 stock 7304.26
8 11 stock 7224.07
8 12 stock 7069.46
8 13 stock 6736.64
8 14 stock 6522.14
8 16 stock 6012.64
8 17 stock 5801.22
8 18 stock 5819.12
8 19 stock 6002.23
8 20 stock 6187.64
8 21 stock 6322.7
8 22 stock 6424.64
8 23 stock 6491.15
8 24 stock 6474.01
8 25 stock 6426.69
8 26 stock 6436.58
8 27 stock 6319
8 28 stock 5958.48
8 29 stock 5406.14
8 30 stock 4759.83
8 31 stock 4067.76
9 1 stock 3188.33
9 2 stock 3877.46
9 3 stock 4595.04
9 4 stock 5247.78
9 5 stock 5718.19
9 6 stock 6145.69
9 7 stock 6421.39
9 8 stock 6529.9
9 9 stock 6382.87
9 10 stock 6271.6
9 11 stock 6167.04
9 12 stock 6057.1
9 13 stock 5811.21
9 14 stock 5671.1
9 17 stock 5053.6
9 18 stock 5089.74
9 19 stock 5368.53
9 20 stock 5554.34
9 21 stock 5757.8
9 22 stock 5927.02
9 23 stock 6012.09
9 24 stock 6030.12
9 25 stock 6024.67
9 26 stock 6039.22
9 27 stock 5919.52
9 28 stock 5570.73
9 29 stock 5014.99
9 30 stock 4403.79
9 31 stock 3730.95
10 1 stock 2779.57
10 2 stock 3368
10 3 stock 3936.79
10 4 stock 4437.97
10 5 stock 4797.71
10 6 stock 5081.72
10 7 stock 5246.24
10 8 stock 5303.79
10 9 stock 5219.1
10 10 stock 5106.05
10 11 stock 4988.19
10 12 stock 4893.21
10 13 stock 4754.35
10 14 stock 4686.45
10 17 stock 4352.17
10 18 stock 4549.56
10 19 stock 4577.89
10 20 stock 4665.35
10 21 stock 4858.78
10 22 stock 5006.71
10 23 stock 5096.34
10 24 stock 5144.48
10 25 stock 5182.59
10 26 stock 5208.26
10 27 stock 5104.03
10 28 stock 4817.74
10 29 stock 4332.5
10 30 stock 3791.09
10 31 stock 3193.66
11 1 stock 2183.58
11 2 stock 2643.95
11 3 stock 3076
11 4 stock 3454.28
11 5 stock 3735.51
11 6 stock 3908.48
11 7 stock 3982.98
11 8 stock 4003.94
11 9 stock 3971
11 10 stock 3875.43
11 11 stock 3750.2
11 12 stock 3655.4
11 13 stock 3592.34
11 14 stock 3578.99
11 19 stock 3599.55
11 20 stock 3654.64
11 21 stock 3807.97
11 22 stock 3926.63
11 23 stock 4006.31
11 24 stock 4064.43
11 25 stock 4119.86
11 26 stock 4146.71
11 27 stock 4071.39
11 28 stock 3851.65
11 29 stock 3479.97
11 30 stock 3043.05
11 31 stock 2550.63
12 1 stock 1566.34
12 2 stock 1894.2
12 3 stock 2192.91
12 4 stock 2455.27
12 5 stock 2667.37
12 6 stock 2763.56
12 7 stock 2785.76
12 8 stock 2792.53
12 9 stock 2797.4
12 10 stock 2732.34
12 11 stock 2620.58
12 12 stock 2520.41
12 13 stock 2467.83
12 14 stock 2466.06
12 18 stock 2554.38
12 19 stock 2583.16
12 20 stock 2655.98
12 21 stock 2783.37
12 22 stock 2877.38
12 23 stock 2943.14
12 24 stock 2993.64
12 25 stock 3039.19
12 26 stock 3058.84
12 27 stock 3007.43
12 28 stock 2853.82
12 29 stock 2596.06
12 30 stock 2269.36
12 31 stock 1894.95
13 1 stock 1021.85
13 2 stock 1233.96
13 3 stock 1419.59
13 4 stock 1581.5
13 5 stock 1730.88
13 6 stock 1786.39
13 7 stock 1796.43
13 8 stock 1812.71
13 9 stock 1845.71
13 10 stock 1814.17
13 11 stock 1736.11
13 12 stock 1644.35
13 13 stock 1575
13 14 stock 1469.75
13 15 stock 1487.64
13 18 stock 1614.85
13 19 stock 1702.21
13 20 stock 1790.85
13 21 stock 1865.8
13 22 stock 1933.63
13 23 stock 1988.44
13 24 stock 2029.63
13 25 stock 2060.69
13 26 stock 2079.14
13 27 stock 2054.23
13 28 stock 1962.94
13 29 stock 1800.4
13 30 stock 1576.82
13 31 stock 1311.79
14 1 stock 596.385
14 2 stock 722.17
14 3 stock 824.733
14 4 stock 916.926
14 5 stock 1015.15
14 6 stock 1056.39
14 7 stock 1068.79
14 8 stock 1096.69
14 9 stock 1145.48
14 10 stock 1138.68
14 11 stock 1095.54
14 12 stock 1029.17
14 13 stock 777.368
14 14 stock 631.904
14 15 stock 723.5
14 16 stock 768.28
14 17 stock 772.689
14 18 stock 849.21
14 19 stock 945.003
14 20 stock 1030.54
14 21 stock 1073.28
14 22 stock 1131.77
14 23 stock 1183.48
14 24 stock 1226.4
14 25 stock 1262.27
14 26 stock 1285.56
14 27 stock 1282.78
14 28 stock 1240.54
14 29 stock 1153.67
14 30 stock 1013.75
14 31 stock 838.985
15 1 stock 306.86
15 2 stock 372.466
15 3 stock 424.427
15 4 stock 476.068
15 5 stock 542.43
15 6 stock 573.365
15 7 stock 589.348
15 8 stock 617.45
15 9 stock 665.025
15 10 stock 669.075
15 11 stock 627.681
15 15 stock 309.66
15 16 stock 324.451
15 17 stock 316.055
15 18 stock 357.581
15 19 stock 418.672
15 20 stock 479.205
15 21 stock 515.888
15 22 stock 563.916
15 23 stock 606.169
15 24 stock 644.673
15 25 stock 683.81
15 26 stock 709.872
15 27 stock 718.776
15 28 stock 705.302
15 29 stock 669.403
15 30 stock 591.166
15 31 stock 486.054
16 1 stock 136.668
16 2 stock 167.681
16 3 stock 194.017
16 4 stock 224.961
16 5 stock 274.799
16 6 stock 297.571
16 7 stock 308.076
16 8 stock 326.39
16 9 stock 332.81
16 15 stock 123.932
16 16 stock 128.119
16 17 stock 124.345
16 18 stock 142.782
16 19 stock 171.454
16 20 stock 204.579
16 21 stock 236.261
16 22 stock 264.258
16 23 stock 287.655
16 24 stock 309.302
16 25 stock 326.603
16 26 stock 343.848
16 27 stock 353.567
16 28 stock 351.56
16 29 stock 340.599
16 30 stock 302.354
16 31 stock 247.072
17 1 stock 51.6549
17 2 stock 64.6046
17 3 stock 76.2204
17 4 stock 91.5676
17 5 stock 120.37
17 6 stock 131.829
17 7 stock 132.435
17 8 stock 118.843
17 14 stock 42.5915
17 15 stock 41.8609
17 16 stock 42.6942
17 17 stock 41.7317
17 18 stock 47.3837
17 19 stock 57.7042
17 20 stock 71.8815
17 21 stock 90.9586
17 22 stock 107.102
17 23 stock 120.661
17 24 stock 133.554
17 25 stock 143.362
17 26 stock 153.213
17 27 stock 158.54
17 28 stock 157.961
17 29 stock 152.06
17 30 stock 134.843
17 31 stock 109.57
18 1 stock 16.5641
18 2 stock 21.1184
18 3 stock 25.4609
18 4 stock 31.427
18 5 stock 42.7625
18 6 stock 46.5124
18 7 stock 43.6144
18 8 stock 32.9012
18 12 stock 22.6794
18 13 stock 15.0256
18 14 stock 12.8913
18 15 stock 12.6756
18 16 stock 12.9235
18 17 stock 12.5053
18 18 stock 13.8925
18 19 stock 16.4949
18 20 stock 20.8356
18 21 stock 29.1801
18 22 stock 36.4061
18 23 stock 43.3443
18 24 stock 50.7569
18 25 stock 56.9154
18 26 stock 62.2761
18 27 stock 64.6965
18 28 stock 64.0536
18 29 stock 60.398
18 30 stock 53.0903
18 31 stock 42.928
19 1 stock 4.49476
19 2 stock 5.86576
19 3 stock 7.13651
19 4 stock 8.78662
19 5 stock 11.6476
19 6 stock 12.4248
19 7 stock 11.5366
19 8 stock 9.70705
19 11 stock 6.64701
19 12 stock 5.5517
19 13 stock 3.847
19 14 stock 3.44028
19 15 stock 3.49801
19 16 stock 3.62152
19 17 stock 3.3662
19 18 stock 3.57658
19 19 stock 4.16497
19 20 stock 5.2157
19 21 stock 7.78584
19 22 stock 10.2749
19 23 stock 12.9868
19 24 stock 16.1822
19 25 stock 19.6092
19 26 stock 21.9266
19 27 stock 22.8523
19 28 stock 22.4523
19 29 stock 20.5447
19 30 stock 17.8744
19 31 stock 14.2658
20 1 stock 1.01836
20 2 stock 1.30751
20 3 stock 1.58628
20 4 stock 1.88843
20 5 stock 2.38211
20 6 stock 2.48234
20 7 stock 2.29302
20 8 stock 2.0179
20 9 stock 1.79377
20 10 stock 1.59665
20 11 stock 1.4067
20 12 stock 1.16261
20 13 stock 0.843361
20 14 stock 0.800354
20 15 stock 0.862694
20 16 stock 0.921482
20 17 stock 0.833427
20 18 stock 0.881221
20 19 stock 1.04372
20 20 stock 1.33386
20 21 stock 1.94555
20 22 stock 2.6262
20 23 stock 3.42618
20 24 stock 4.41579
20 25 stock 5.32186
20 26 stock 5.97483
20 27 stock 6.17637
20 28 stock 5.85407
20 29 stock 5.09624
20 30 stock 4.31029
20 31 stock 3.39588
21 1 stock 0.209794
21 2 stock 0.263247
21 3 stock 0.310005
21 4 stock 0.346038
21 5 stock 0.388453
21 6 stock 0.373586
21 7 stock 0.334887
21 8 stock 0.294502
21 9 stock 0.291817
21 10 stock 0.266162
21 11 stock 0.232296
21 12 stock 0.192434
21 13 stock 0.146967
21 14 stock 0.144401
21 15 stock 0.157599
21 16 stock 0.163963
21 17 stock 0.128054
21 18 stock 0.131163
21 19 stock 0.155547
21 20 stock 0.206764
21 21 stock 0.315355
21 22 stock 0.451374
21 23 stock 0.637351
21 24 stock 0.89167
21 25 stock 1.17579
21 26 stock 1.37412
21 27 stock 1.43955
21 28 stock 1.36851
21 29 stock 1.16492
21 30 stock 0.967552
21 31 stock 0.747137
22 1 stock 0.0395661
22 2 stock 0.0500063
22 3 stock 0.0578162
22 4 stock 0.0628651
22 5 stock 0.0636311
22 6 stock 0.0575221
22 7 stock 0.0488847
22 8 stock 0.0424611
22 9 stock 0.0444607
22 10 stock 0.040597
22 11 stock 0.0353107
22 12 stock 0.0302092
22 13 stock 0.0244336
22 14 stock 0.0242916
22 15 stock 0.0256938
22 16 stock 0.0246117
22 17 stock 0.0174591
22 18 stock 0.0177149
22 19 stock 0.0219554
22 20 stock 0.0304984
22 21 stock 0.0492395
22 22 stock 0.0751111
22 23 stock 0.112931
22 24 stock 0.166458
22 25 stock 0.233974
22 26 stock 0.283403
22 27 stock 0.302857
22 28 stock 0.288854
22 29 stock 0.239475
22 30 stock 0.194542
22 31 stock 0.147871
23 1 stock 0.00658913
23 2 stock 0.00871331
23 3 stock 0.0105457
23 4 stock 0.0117815
23 5 stock 0.0120874
23 6 stock 0.0110423
23 7 stock 0.00925919
23 8 stock 0.00763025
23 9 stock 0.00756519
23 10 stock 0.0067391
23 11 stock 0.00584315
23 12 stock 0.00512594
23 13 stock 0.00438948
23 14 stock 0.00417997
23 15 stock 0.004125
23 16 stock 0.00375839
23 17 stock 0.00277135
23 18 stock 0.00300426
23 19 stock 0.00393342
23 20 stock 0.00584573
23 21 stock 0.00952627
23 22 stock 0.014715
23 23 stock 0.0224463
23 24 stock 0.0321655
23 25 stock 0.0435997
23 26 stock 0.0510347
23 27 stock 0.053992
23 28 stock 0.0507721
23 29 stock 0.040009
23 30 stock 0.0315717
23 31 stock 0.0237476
24 1 stock 0.000827673
24 2 stock 0.00121313
24 3 stock 0.00164355
24 4 stock 0.00207247
24 5 stock 0.00253676
24 6 stock 0.00258055
24 7 stock 0.00229685
24 8 stock 0.00184514
24 9 stock 0.0014825
24 10 stock 0.00120397
24 11 stock 0.00102603
24 12 stock 0.000916808
24 13 stock 0.00077354
24 14 stock 0.000716765
24 15 stock 0.000670631
24 16 stock 0.00061839
24 17 stock 0.000561424
24 18 stock 0.000689548
24 19 stock 0.000999667
24 20 stock 0.00150421
24 21 stock 0.00226235
24 22 stock 0.00332169
24 23 stock 0.00466895
24 24 stock 0.00596769
24 25 stock 0.00661238
24 26 stock 0.00682061
24 27 stock 0.00660899
24 28 stock 0.00575171
24 29 stock 0.00413564
24 30 stock 0.00316108
24 31 stock 0.00241434
25 1 stock 7.60928e-005
25 2 stock 0.000125646
25 3 stock 0.000189333
25 4 stock 0.000276776
25 5 stock 0.000395454
25 6 stock 0.000444579
25 7 stock 0.000417429
25 8 stock 0.000332354
25 9 stock 0.000227732
25 10 stock 0.000176202
25 11 stock 0.000149057
25 12 stock 0.000134148
25 13 stock 0.000119589
25 14 stock 0.000113861
25 15 stock 0.000110421
25 16 stock 0.000108792
25 17 stock 0.000114285
25 18 stock 0.00014899
25 19 stock 0.000219224
25 20 stock 0.000327236
25 21 stock 0.000448867
25 22 stock 0.000631164
25 23 stock 0.000843035
25 24 stock 0.000981679
25 25 stock 0.00096887
25 26 stock 0.000896608
25 27 stock 0.000802117
25 28 stock 0.000663102
25 29 stock 0.000459844
25 30 stock 0.000344618
25 31 stock 0.000263865
26 1 stock 4.93463e-006
26 2 stock 8.91067e-006
26 3 stock 1.46573e-005
26 4 stock 2.46011e-005
26 5 stock 4.2179e-005
26 6 stock 5.328e-005
26 7 stock 5.34462e-005
26 8 stock 4.40063e-005
26 9 stock 2.9542e-005
26 10 stock 2.32015e-005
26 11 stock 2.00461e-005
26 12 stock 1.86904e-005
26 13 stock 1.8547e-005
26 14 stock 1.84056e-005
26 15 stock 1.86066e-005
26 16 stock 1.91648e-005
26 17 stock 2.09523e-005
26 18 stock 2.77856e-005
26 19 stock 3.97525e-005
26 20 stock 5.57873e-005
26 21 stock 7.08268e-005
26 22 stock 9.48201e-005
26 23 stock 0.000120726
26 24 stock 0.00013272
26 25 stock 0.00011902
26 26 stock 0.000100998
26 27 stock 8.49572e-005
26 28 stock 6.6999e-005
26 29 stock 4.42603e-005
26 30 stock 3.25043e-005
26 31 stock 2.44279e-005
*end

[state-4]
report.type: partition
year: 2002
time_step: four
row column category age[1]
1 1 stock 205.935
1 2 stock 304.157
1 3 stock 413.236
1 4 stock 514.173
1 5 stock 592.379
1 6 stock 681.756
1 7 stock 785.715
1 8 stock 891.228
1 9 stock 895.609
1 10 stock 937.301
1 11 stock 970.601
1 12 stock 968.505
1 13 stock 881.501
1 14 stock 819.357
1 15 stock 743.924
1 16 stock 688.487
1 17 stock 653.606
1 18 stock 665.907
1 19 stock 704.967
1 20 stock 733.222
1 21 stock 728.159
1 22 stock 690.516
1 23 stock 631.186
1 24 stock 579.922
1 25 stock 552.605
1 26 stock 545.551
1 27 stock 544.542
1 28 stock 542.182
1 29 stock 536.935
1 30 stock 493.553
1 31 stock 433.206
2 1 stock 376.543
2 2 stock 542.892
2 3 stock 733.061
2 4 stock 912.932
2 5 stock 1047.93
2 6 stock 1191.02
2 7 stock 1356.97
2 8 stock 1520.13
2 9 stock 1569.11
2 10 stock 1649.87
2 11 stock 1692.05
2 12 stock 1663.84
2 13 stock 1494.58
2 14 stock 1358.03
2 15 stock 1205.81
2 16 stock 1086.13
2 17 stock 1016.41
2 18 stock 1050.42
2 19 stock 1135.75
2 20 stock 1213.51
2 21 stock 1224.09
2 22 stock 1148.27
2 23 stock 1054.68
2 24 stock 955.558
2 25 stock 909.55
2 26 stock 902.229
2 27 stock 904.205
2 28 stock 895.074
2 29 stock 880.926
2 30 stock 806.203
2 31 stock 704.035
3 1 stock 597.756
3 2 stock 844.551
3 3 stock 1139.39
3 4 stock 1439.15
3 5 stock 1669.03
3 6 stock 1900.44
3 7 stock 2157.42
3 8 stock 2385.05
3 9 stock 2498.47
3 10 stock 2609.04
3 11 stock 2642.2
3 12 stock 2547.21
3 13 stock 2248.36
3 14 stock 1997.61
3 15 stock 1750.47
3 16 stock 1558.18
3 17 stock 1466.52
3 18 stock 1529.44
3 19 stock 1678.26
3 20 stock 1817.25
3 21 stock 1839.75
3 22 stock 1738.15
3 23 stock 1595.34
3 24 stock 1452.62
3 25 stock 1389.12
3 26 stock 1391.46
3 27 stock 1392.29
3 28 stock 1371.53
3 29 stock 1341.23
3 30 stock 1215.67
3 31 stock 1055.92
4 1 stock 805.467
4 2 stock 1139.65
4 3 stock 1574.86
4 4 stock 2044.5
4 5 stock 2425.33
4 6 stock 2778.49
4 7 stock 3108.12
4 8 stock 3367.55
4 9 stock 3485.18
4 10 stock 3603.66
4 11 stock 3623.21
4 12 stock 3490.01
4 13 stock 3095.22
4 14 stock 2754.44
4 15 stock 2438.71
4 16 stock 2177.01
4 17 stock 2041.8
4 18 stock 2144.37
4 19 stock 2348.41
4 20 stock 2517.46
4 21 stock 2505.81
4 22 stock 2383.31
4 23 stock 2207.3
4 24 stock 2038.28
4 25 stock 1966.51
4 26 stock 1985.85
4 27 stock 2005.93
4 28 stock 1959.46
4 29 stock 1895.25
4 30 stock 1695.5
4 31 stock 1464.19
5 1 stock 1106.03
5 2 stock 1516.07
5 3 stock 2046.24
5 4 stock 2632.76
5 5 stock 3135.4
5 6 stock 3610.67
5 7 stock 4010.89
5 8 stock 4312.89
5 9 stock 4471.99
5 10 stock 4567.82
5 11 stock 4548.46
5 12 stock 4357
5 13 stock 3943.11
5 14 stock 3565.73
5 15 stock 3232.82
5 16 stock 2940.78
5 17 stock 2698.87
5 18 stock 2783.82
5 19 stock 2989.96
5 20 stock 3174.24
5 21 stock 3103.9
5 22 stock 2984.2
5 23 stock 2820.19
5 24 stock 2670.1
5 25 stock 2595.13
5 26 stock 2625.48
5 27 stock 2627.39
5 28 stock 2532.27
5 29 stock 2420.23
5 30 stock 2142.42
5 31 stock 1831.24
6 1 stock 1475.97
6 2 stock 1933.36
6 3 stock 2510.32
6 4 stock 3139.51
6 5 stock 3683.15
6 6 stock 4222.79
6 7 stock 4644.58
6 8 stock 4935.44
6 9 stock 5070.26
6 10 stock 5105.2
6 11 stock 5044.49
6 12 stock 4846.05
6 13 stock 4462.52
6 14 stock 4143.5
6 15 stock 3849.34
6 16 stock 3579.98
6 17 stock 3287.97
6 18 stock 3328.5
6 19 stock 3500.75
6 20 stock 3662.49
6 21 stock 3581.55
6 22 stock 3496.68
6 23 stock 3389.43
6 24 stock 3264.81
6 25 stock 3193.43
6 26 stock 3221.14
6 27 stock 3186.62
6 28 stock 3040.25
6 29 stock 2838.05
6 30 stock 2491.71
6 31 stock 2124.54
7 1 stock 1824.53
7 2 stock 2297.22
7 3 stock 2884.51
7 4 stock 3488.73
7 5 stock 4008.31
7 6 stock 4506.22
7 7 stock 4902.19
7 8 stock 5121.63
7 9 stock 5193.36
7 10 stock 5168
7 11 stock 5090.97
7 12 stock 4917.68
7 13 stock 4605.02
7 14 stock 4368.8
7 15 stock 4145.92
7 16 stock 3914.62
7 17 stock 3649.75
7 18 stock 3652.73
7 19 stock 3795.74
7 20 stock 3930.55
7 21 stock 3887.59
7 22 stock 3879.15
7 23 stock 3844.76
7 24 stock 3772.26
7 25 stock 3687.62
7 26 stock 3696.59
7 27 stock 3621.88
7 28 stock 3414.9
7 29 stock 3117.57
7 30 stock 2736.13
7 31 stock 2327.18
8 1 stock 2045.03
8 2 stock 2533.85
8 3 stock 3095.82
8 4 stock 3660.65
8 5 stock 4088.99
8 6 stock 4513.66
8 7 stock 4835.4
8 8 stock 5002.49
8 9 stock 4949.5
8 10 stock 4896.1
8 11 stock 4837.67
8 12 stock 4717.06
8 13 stock 4470.81
8 14 stock 4300.25
8 16 stock 3911.17
8 17 stock 3748.21
8 18 stock 3737.22
8 19 stock 3840.73
8 20 stock 3960.07
8 21 stock 4055.84
8 22 stock 4121.96
8 23 stock 4150.11
8 24 stock 4112.94
8 25 stock 4049.49
8 26 stock 4018.28
8 27 stock 3907.03
8 28 stock 3650.4
8 29 stock 3285.31
8 30 stock 2873.52
8 31 stock 2443.87
9 1 stock 2143.96
9 2 stock 2615.65
9 3 stock 3118.32
9 4 stock 3591.3
9 5 stock 3953.46
9 6 stock 4296.66
9 7 stock 4539.62
9 8 stock 4663.6
9 9 stock 4592.69
9 10 stock 4523.11
9 11 stock 4436.22
9 12 stock 4334.56
9 13 stock 4132.23
9 14 stock 4007.74
9 17 stock 3508.67
9 18 stock 3513.02
9 19 stock 3690.45
9 20 stock 3819.48
9 21 stock 3975.11
9 22 stock 4102.66
9 23 stock 4154.98
9 24 stock 4144.98
9 25 stock 4107.28
9 26 stock 4075.76
9 27 stock 3950.03
9 28 stock 3676.49
9 29 stock 3279.22
9 30 stock 2860.29
9 31 stock 2414.16
10 1 stock 2029.47
10 2 stock 2463.3
10 3 stock 2895.95
10 4 stock 3295.36
10 5 stock 3605.86
10 6 stock 3869.4
10 7 stock 4043.94
10 8 stock 4132.04
10 9 stock 4095.23
10 10 stock 4011.54
10 11 stock 3902.47
10 12 stock 3801.04
10 13 stock 3666.14
10 14 stock 3591.89
10 17 stock 3281.99
10 18 stock 3413.32
10 19 stock 3421.59
10 20 stock 3487.8
10 21 stock 3650.16
10 22 stock 3778.91
10 23 stock 3847.96
10 24 stock 3867.16
10 25 stock 3863.74
10 26 stock 3840.16
10 27 stock 3714
10 28 stock 3460.12
10 29 stock 3079.12
10 30 stock 2676.35
10 31 stock 2249.39
11 1 stock 1748.66
11 2 stock 2118.79
11 3 stock 2480.79
11 4 stock 2817.87
11 5 stock 3093.53
11 6 stock 3288.2
11 7 stock 3397.37
11 8 stock 3452.84
11 9 stock 3447.04
11 10 stock 3365.84
11 11 stock 3241.26
11 12 stock 3133.52
11 13 stock 3054.2
11 14 stock 3022.04
11 19 stock 2967.97
11 20 stock 3014.31
11 21 stock 3157.05
11 22 stock 3275.08
11 23 stock 3348.61
11 24 stock 3385.15
11 25 stock 3402.7
11 26 stock 3383.75
11 27 stock 3272.14
11 28 stock 3048.58
11 29 stock 2721.98
11 30 stock 2364.53
11 31 stock 1980.85
12 1 stock 1394.54
12 2 stock 1686.56
12 3 stock 1967.67
12 4 stock 2234.96
12 5 stock 2474.13
12 6 stock 2612.34
12 7 stock 2673.93
12 8 stock 2710.31
12 9 stock 2731.87
12 10 stock 2669.65
12 11 stock 2550.28
